,snowline_elev_m,snowline_elev_min_m,snowline_elev_max_m,snowline_elev_diff_mean_m
2017-06-04,1680.0,1637.0,1793.0,78.0
2017-06-16,1831.0,1805.0,2080.0,137.5
2017-06-28,1874.0,1826.0,2018.0,96.0
2017-07-10,1978.0,1922.0,2086.0,82.0
2017-07-22,2030.0,1959.0,2103.0,72.0
2017-08-03,2018.0,1978.0,2195.0,108.5
2017-08-15,2007.0,1919.0,2181.0,131.0
2017-08-27,1675.0,1613.0,1803.0,95.0
2017-09-08,1607.0,1605.0,2657.0,526.0
2017-09-20,1595.0,1572.0,2655.0,541.5
2017-10-02,1775.0,1774.0,2716.0,471.0
2017-10-14,1302.0,1300.0,1303.0,1.5
2017-10-26,1259.0,1259.0,1259.0,0.0
2017-11-07,1259.0,1259.0,1259.0,0.0
2017-11-19,1259.0,1259.0,1259.0,0.0
2017-12-01,1259.0,1259.0,1259.0,0.0
2017-12-13,1259.0,1259.0,1259.0,0.0
2017-12-25,1259.0,1259.0,1259.0,0.0
2018-01-06,1259.0,1259.0,1259.0,0.0
2018-01-18,1775.0,1775.0,4180.0,1202.5
2018-01-30,1259.0,1259.0,1259.0,0.0
2018-02-11,1259.0,1259.0,1259.0,0.0
2018-02-23,1259.0,1259.0,1259.0,0.0
2018-03-07,1259.0,1259.0,1259.0,0.0
2018-03-19,1259.0,1259.0,1259.0,0.0
2018-03-31,1764.0,1764.0,4179.0,1207.5
2018-04-12,1259.0,1259.0,1259.0,0.0
2018-04-24,1259.0,1259.0,1259.0,0.0
2018-05-06,1261.0,1259.0,1264.0,2.5
2018-05-18,1453.0,1413.0,1500.0,43.5
2018-05-30,1496.0,1443.0,1671.0,114.0
2018-06-11,1606.0,1528.0,1763.0,117.5
2018-06-23,1791.0,1760.0,1888.0,64.0
2018-07-05,1942.0,1882.0,2084.0,101.0
2018-07-17,1840.0,1803.0,1938.0,67.5
2018-07-29,2062.0,1993.0,2141.0,74.0
2018-08-10,1931.0,1854.0,2049.0,97.5
2018-08-22,2094.0,2025.0,2204.0,89.5
2018-09-03,2227.0,2141.0,2872.0,365.5
2018-09-15,1768.0,1768.0,2665.0,448.5
2018-09-27,1607.0,1605.0,2667.0,531.0
2018-10-09,1259.0,1259.0,1259.0,0.0
2018-10-21,1259.0,1259.0,1259.0,0.0
2018-11-02,1261.0,1261.0,1261.0,0.0
2018-11-14,1261.0,1261.0,1261.0,0.0
2018-11-26,1259.0,1259.0,1259.0,0.0
2018-12-08,1609.0,1609.0,4135.0,1263.0
2018-12-20,1259.0,1259.0,1259.0,0.0
