,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2017-06-04,12780000,11370000,17640000,3135000.0
2017-06-16,19320000,18270000,26060000,3895000.0
2017-06-28,20490000,19090000,24430000,2670000.0
2017-07-10,23440000,21910000,26280000,2185000.0
2017-07-22,24740000,23020000,26840000,1910000.0
2017-08-03,24440000,23410000,28910000,2750000.0
2017-08-15,24150000,21830000,28650000,3410000.0
2017-08-27,12540000,10480000,18200000,3860000.0
2017-09-08,10270000,10200000,34860000,12330000.0
2017-09-20,9530000,8740000,34840000,13050000.0
2017-10-02,16810000,16770000,35220000,9225000.0
2017-10-14,640000,600000,670000,35000.0
2017-10-26,0,0,0,0.0
2017-11-07,0,0,0,0.0
2017-11-19,0,0,0,0.0
2017-12-01,0,0,0,0.0
2017-12-13,0,0,0,0.0
2017-12-25,0,0,0,0.0
2018-01-06,0,0,0,0.0
2018-01-18,16850000,16850000,50100000,16625000.0
2018-01-30,0,0,0,0.0
2018-02-11,0,0,0,0.0
2018-02-23,0,0,0,0.0
2018-03-07,0,0,0,0.0
2018-03-19,0,0,0,0.0
2018-03-31,16160000,16150000,50080000,16965000.0
2018-04-12,0,0,0,0.0
2018-04-24,0,0,0,0.0
2018-05-06,10000,0,20000,10000.0
2018-05-18,5340000,4190000,6480000,1145000.0
2018-05-30,6370000,5100000,12360000,3630000.0
2018-06-11,10220000,7290000,16040000,4375000.0
2018-06-23,17540000,15860000,20940000,2540000.0
2018-07-05,22600000,20790000,26260000,2735000.0
2018-07-17,19530000,18190000,22470000,2140000.0
2018-07-29,25540000,23800000,27750000,1975000.0
2018-08-10,22320000,19950000,25200000,2625000.0
2018-08-22,26530000,24610000,29060000,2225000.0
2018-09-03,29450000,27760000,36300000,4270000.0
2018-09-15,16430000,16310000,34920000,9305000.0
2018-09-27,10270000,10200000,34940000,12370000.0
2018-10-09,0,0,0,0.0
2018-10-21,0,0,0,0.0
2018-11-02,10000,10000,10000,0.0
2018-11-14,10000,10000,10000,0.0
2018-11-26,0,0,0,0.0
2018-12-08,10340000,10340000,49870000,19765000.0
2018-12-20,0,0,0,0.0
2019-01-01,10340000,10340000,49900000,19780000.0
2019-01-13,0,0,0,0.0
2019-01-25,0,0,0,0.0
2019-02-06,0,0,0,0.0
2019-02-18,0,0,0,0.0
2019-03-02,0,0,0,0.0
2019-03-14,0,0,0,0.0
2019-03-26,10000,10000,10000,0.0
2019-04-07,0,0,0,0.0
2019-04-19,0,0,0,0.0
2019-05-01,0,0,0,0.0
2019-05-13,8930000,8130000,46350000,19110000.0
2019-05-25,10570000,9330000,16810000,3740000.0
2019-06-06,15930000,14620000,20950000,3165000.0
2019-06-18,19020000,17250000,23750000,3250000.0
2019-06-30,23530000,23130000,29230000,3050000.0
2019-07-12,26140000,23210000,29290000,3040000.0
2019-07-24,26540000,23600000,29710000,3055000.0
2019-08-05,25690000,23210000,30010000,3400000.0
2019-08-17,11140000,9040000,15790000,3375000.0
2019-08-29,17960000,17060000,35940000,9440000.0
2019-09-10,10080000,9840000,33330000,11745000.0
2019-09-22,1690000,570000,8540000,3985000.0
2019-10-04,2350000,2330000,2370000,20000.0
2019-10-16,50000,40000,50000,5000.0
2019-10-28,8550000,6890000,31110000,12110000.0
2019-11-09,0,0,0,0.0
2019-11-21,10000,10000,10000,0.0
2019-12-03,0,0,0,0.0
2019-12-15,0,0,0,0.0
2019-12-27,0,0,0,0.0
2020-01-08,0,0,0,0.0
2020-01-20,0,0,0,0.0
2020-02-01,0,0,0,0.0
2020-02-13,0,0,0,0.0
2020-02-25,0,0,0,0.0
2020-03-08,0,0,0,0.0
2020-03-20,0,0,0,0.0
2020-04-01,0,0,0,0.0
2020-04-13,0,0,0,0.0
2020-04-25,570000,80000,1090000,505000.0
2020-05-07,1890000,1340000,2460000,560000.0
2020-05-19,5910000,4380000,11340000,3480000.0
2020-05-31,13000000,11180000,17160000,2990000.0
2020-06-12,14110000,12650000,18190000,2770000.0
2020-06-24,17650000,16160000,20780000,2310000.0
2020-07-06,20750000,19200000,23870000,2335000.0
2020-07-18,23340000,22020000,25590000,1785000.0
2020-07-30,24900000,23390000,26650000,1630000.0
2020-08-11,21160000,18890000,24010000,2560000.0
2020-08-23,24210000,21860000,27410000,2775000.0
2020-09-04,17550000,14130000,24630000,5250000.0
2020-09-16,16940000,16800000,33440000,8320000.0
2020-09-28,9530000,9520000,33900000,12190000.0
2020-10-10,16450000,16350000,34600000,9125000.0
2020-10-22,0,0,0,0.0
