,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2017-06-04,2587.0,2484.0,2733.0,124.5
2017-06-16,3165.0,3081.0,3257.0,88.0
2017-06-28,3323.0,3219.0,3403.0,92.0
2017-07-10,3432.0,3368.0,3484.0,58.0
2017-07-22,3562.0,3487.0,3631.0,72.0
2017-08-03,3492.0,3416.0,3552.0,68.0
2017-08-15,3415.0,3342.0,3487.0,72.5
2017-08-27,3210.0,3094.0,3334.0,120.0
2017-09-08,3102.0,3011.0,3197.0,93.0
2017-09-20,2932.0,2777.0,3067.0,145.0
2017-10-02,2857.0,2742.0,2972.0,115.0
2017-10-14,1426.0,1304.0,1567.0,131.5
2017-10-26,1312.0,1259.0,1350.0,45.5
2017-11-07,1286.0,1261.0,1305.0,22.0
2017-11-19,1279.0,1259.0,1294.0,17.5
2017-12-01,1274.0,1259.0,1285.0,13.0
2017-12-13,1273.0,1261.0,1283.0,11.0
2017-12-25,1268.0,1261.0,1273.0,6.0
2018-01-06,1259.0,1259.0,1261.0,1.0
2018-01-18,4391.0,4391.0,4391.0,0.0
2018-01-30,1259.0,1259.0,1259.0,0.0
2018-02-11,1259.0,1259.0,1261.0,1.0
2018-02-23,1261.0,1259.0,1265.0,3.0
2018-03-07,1265.0,1259.0,1269.0,5.0
2018-03-19,1259.0,1259.0,1261.0,1.0
2018-03-31,4391.0,4391.0,4391.0,0.0
2018-04-12,1259.0,1259.0,1261.0,1.0
2018-04-24,1268.0,1259.0,1271.0,6.0
2018-05-06,1290.0,1268.0,1305.0,18.5
2018-05-18,1751.0,1582.0,1906.0,162.0
2018-05-30,2238.0,2190.0,2288.0,49.0
2018-06-11,2766.0,2651.0,2884.0,116.5
2018-06-23,3084.0,3007.0,3164.0,78.5
2018-07-05,3298.0,3165.0,3411.0,123.0
2018-07-17,3104.0,3014.0,3201.0,93.5
2018-07-29,3460.0,3363.0,3542.0,89.5
2018-08-10,3433.0,3352.0,3504.0,76.0
2018-08-22,3338.0,3258.0,3392.0,67.0
2018-09-03,3140.0,3067.0,3219.0,76.0
2018-09-15,2970.0,2777.0,3118.0,170.5
2018-09-27,2857.0,2729.0,2980.0,125.5
2018-10-09,1386.0,1261.0,1504.0,121.5
2018-10-21,1328.0,1259.0,1371.0,56.0
2018-11-02,1305.0,1264.0,1332.0,34.0
2018-11-14,1290.0,1264.0,1308.0,22.0
2018-11-26,1274.0,1259.0,1285.0,13.0
2018-12-08,4403.0,4403.0,4403.0,0.0
2018-12-20,1271.0,1259.0,1277.0,9.0
2019-01-01,4403.0,4403.0,4403.0,0.0
2019-01-13,1265.0,1259.0,1269.0,5.0
2019-01-25,1268.0,1261.0,1273.0,6.0
2019-02-06,1265.0,1261.0,1270.0,4.5
2019-02-18,1265.0,1259.0,1269.0,5.0
2019-03-02,1278.0,1261.0,1293.0,16.0
2019-03-14,1286.0,1259.0,1305.0,23.0
2019-03-26,1285.0,1264.0,1303.0,19.5
2019-04-07,1282.0,1261.0,1297.0,18.0
2019-04-19,1294.0,1261.0,1311.0,25.0
2019-05-01,1309.0,1261.0,1344.0,41.5
2019-05-13,4360.0,4360.0,4367.0,3.5
2019-05-25,2655.0,2516.0,2824.0,154.0
2019-06-06,3026.0,2764.0,3225.0,230.5
2019-06-18,3425.0,3179.0,3594.0,207.5
2019-06-30,3747.0,3629.0,3896.0,133.5
2019-07-12,3711.0,3603.0,3857.0,127.0
2019-07-24,3650.0,3550.0,3786.0,118.0
2019-08-05,3849.0,3710.0,3995.0,142.5
2019-08-17,3665.0,3644.0,3693.0,24.5
2019-08-29,3168.0,3019.0,3332.0,156.5
2019-09-10,2991.0,2754.0,3165.0,205.5
2019-09-22,2675.0,2463.0,2942.0,239.5
2019-10-04,1757.0,1360.0,2200.0,420.0
2019-10-16,1423.0,1269.0,1580.0,155.5
2019-10-28,2839.0,2783.0,2909.0,63.0
2019-11-09,1342.0,1259.0,1388.0,64.5
