,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,34350000,33330000,35380000,1025000.0
2017-06-16,38800000,38000000,39620000,810000.0
2017-06-28,40180000,39280000,41110000,915000.0
2017-07-10,41400000,40710000,42090000,690000.0
2017-07-22,43230000,42130000,44330000,1100000.0
2017-08-03,42170000,41290000,43050000,880000.0
2017-08-15,41250000,40370000,42130000,880000.0
2017-08-27,39200000,38130000,40270000,1070000.0
2017-09-08,38220000,37340000,39100000,880000.0
2017-09-20,36740000,35640000,37850000,1105000.0
2017-10-02,36210000,35410000,37010000,800000.0
2017-10-14,4570000,690000,8490000,3900000.0
2017-10-26,1000000,0,2010000,1005000.0
2017-11-07,370000,10000,750000,370000.0
2017-11-19,240000,0,490000,245000.0
2017-12-01,160000,0,330000,165000.0
2017-12-13,140000,10000,290000,140000.0
2017-12-25,60000,10000,130000,60000.0
2018-01-06,0,0,10000,5000.0
2018-01-18,50760000,50760000,50760000,0.0
2018-01-30,0,0,0,0.0
2018-02-11,0,0,10000,5000.0
2018-02-23,10000,0,30000,15000.0
2018-03-07,30000,0,70000,35000.0
2018-03-19,0,0,10000,5000.0
2018-03-31,50760000,50760000,50760000,0.0
2018-04-12,0,0,10000,5000.0
2018-04-24,50000,0,110000,55000.0
2018-05-06,390000,50000,730000,340000.0
2018-05-18,20990000,18950000,23030000,2040000.0
2018-05-30,29660000,28790000,30520000,865000.0
2018-06-11,35590000,34780000,36400000,810000.0
2018-06-23,38040000,37320000,38770000,725000.0
2018-07-05,39960000,38780000,41150000,1185000.0
2018-07-17,38250000,37360000,39150000,895000.0
2018-07-29,41770000,40650000,42900000,1125000.0
2018-08-10,41410000,40490000,42340000,925000.0
2018-08-22,40310000,39630000,41000000,685000.0
2018-09-03,38550000,37840000,39280000,720000.0
2018-09-15,37000000,35640000,38360000,1360000.0
2018-09-27,36200000,35310000,37080000,885000.0
2018-10-09,3290000,10000,6580000,3285000.0
2018-10-21,1370000,0,2750000,1375000.0
2018-11-02,740000,20000,1490000,735000.0
2018-11-14,410000,20000,830000,405000.0
2018-11-26,160000,0,330000,165000.0
2018-12-08,50770000,50770000,50770000,0.0
2018-12-20,100000,0,210000,105000.0
2019-01-01,50770000,50770000,50770000,0.0
2019-01-13,30000,0,70000,35000.0
2019-01-25,60000,10000,130000,60000.0
2019-02-06,40000,10000,90000,40000.0
2019-02-18,30000,0,70000,35000.0
2019-03-02,230000,10000,470000,230000.0
2019-03-14,360000,0,730000,365000.0
2019-03-26,340000,20000,680000,330000.0
2019-04-07,280000,10000,570000,280000.0
2019-04-19,490000,10000,990000,490000.0
2019-05-01,850000,10000,1700000,845000.0
2019-05-13,50670000,50670000,50680000,5000.0
2019-05-25,34830000,33680000,35980000,1150000.0
2019-06-06,37460000,35580000,39360000,1890000.0
2019-06-18,41320000,38900000,43740000,2420000.0
2019-06-30,45930000,44310000,47550000,1620000.0
2019-07-12,45500000,43870000,47140000,1635000.0
2019-07-24,44660000,43020000,46320000,1650000.0
2019-08-05,47050000,45490000,48620000,1565000.0
2019-08-17,44890000,44530000,45250000,360000.0
2019-08-29,38820000,37410000,40240000,1415000.0
2019-09-10,37150000,35500000,38800000,1650000.0
2019-09-22,34980000,33170000,36790000,1810000.0
2019-10-04,15690000,2380000,29000000,13310000.0
2019-10-16,4480000,70000,8960000,4445000.0
2019-10-28,36120000,35700000,36560000,430000.0
2019-11-09,1690000,0,3390000,1695000.0
2019-11-21,910000,20000,1830000,905000.0
2019-12-03,610000,0,1230000,615000.0
2019-12-15,360000,0,730000,365000.0
2019-12-27,160000,0,330000,165000.0
2020-01-08,100000,0,210000,105000.0
2020-01-20,30000,0,70000,35000.0
2020-02-01,10000,0,30000,15000.0
2020-02-13,20000,0,50000,25000.0
2020-02-25,30000,0,70000,35000.0
2020-03-08,10000,0,30000,15000.0
2020-03-20,0,0,10000,5000.0
2020-04-01,0,0,10000,5000.0
2020-04-13,0,0,0,0.0
2020-04-25,10940000,9990000,11910000,960000.0
2020-05-07,6120000,2830000,9410000,3290000.0
2020-05-19,30190000,28210000,32160000,1975000.0
2020-05-31,33810000,33140000,34490000,675000.0
2020-06-12,35900000,35160000,36640000,740000.0
2020-06-24,37440000,36950000,37940000,495000.0
2020-07-06,37730000,37220000,38240000,510000.0
2020-07-18,38020000,37470000,38570000,550000.0
2020-07-30,38930000,38420000,39440000,510000.0
2020-08-11,38270000,37850000,38690000,420000.0
2020-08-23,37710000,37190000,38210000,510000.0
2020-09-04,36860000,36130000,37600000,735000.0
2020-09-16,36030000,35060000,36990000,965000.0
2020-09-28,35310000,34550000,36070000,760000.0
2020-10-10,35200000,34820000,35580000,380000.0
2020-10-22,3070000,10000,6150000,3070000.0
2020-11-03,1290000,0,2590000,1295000.0
2020-11-15,730000,10000,1470000,730000.0
2020-11-27,340000,10000,690000,340000.0
2020-12-09,30000,0,70000,35000.0
2020-12-21,60000,10000,130000,60000.0
2021-01-02,0,0,0,0.0
2021-01-14,0,0,0,0.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,10000,5000.0
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,10000,5000.0
2021-04-08,0,0,0,0.0
2021-04-20,40000,10000,90000,40000.0
2021-05-02,5720000,1860000,9600000,3870000.0
2021-05-14,14200000,11980000,16430000,2225000.0
2021-05-26,25510000,23340000,27680000,2170000.0
2021-06-07,31570000,30310000,32850000,1270000.0
2021-06-19,36910000,36280000,37550000,635000.0
2021-07-01,38970000,38340000,39600000,630000.0
2021-07-13,38970000,38440000,39500000,530000.0
2021-07-25,43080000,42550000,43620000,535000.0
2021-08-06,41330000,40970000,41690000,360000.0
2021-08-18,39160000,38660000,39670000,505000.0
2021-08-30,38690000,38180000,39200000,510000.0
2021-09-11,38080000,37500000,38670000,585000.0
2021-09-23,36670000,35510000,37830000,1160000.0
2021-10-05,36080000,35290000,36870000,790000.0
2021-10-17,5140000,20000,10270000,5125000.0
2021-10-29,3120000,10000,6240000,3115000.0
2021-11-10,1480000,30000,2970000,1470000.0
2021-11-22,760000,40000,1530000,745000.0
2021-12-16,100000,0,210000,105000.0
2021-12-28,40000,10000,90000,40000.0
2022-01-09,0,0,10000,5000.0
2022-01-21,0,0,0,0.0
2022-02-02,0,0,10000,5000.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,10000,5000.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,320000,40000,620000,290000.0
2022-05-09,8260000,5770000,10760000,2495000.0
2022-05-21,20370000,17040000,23710000,3335000.0
2022-06-02,36610000,35960000,37260000,650000.0
2022-06-14,37730000,37070000,38400000,665000.0
2022-06-26,39430000,38790000,40060000,635000.0
2022-07-08,43270000,42680000,43880000,600000.0
2022-07-20,40730000,40240000,41220000,490000.0
2022-08-01,39970000,39520000,40420000,450000.0
2022-08-13,39590000,39210000,39990000,390000.0
2022-08-25,38670000,38220000,39120000,450000.0
2022-09-06,37680000,36890000,38470000,790000.0
2022-09-18,37120000,36360000,37880000,760000.0
2022-09-30,36640000,35940000,37350000,705000.0
2022-10-12,35860000,35180000,36540000,680000.0
2022-10-24,4900000,370000,9430000,4530000.0
2022-11-05,35030000,34690000,35380000,345000.0
2022-11-17,34810000,34630000,35000000,185000.0
2022-11-29,1110000,20000,2230000,1105000.0
2022-12-11,700000,10000,1410000,700000.0
2022-12-23,270000,0,550000,275000.0
2023-01-04,110000,10000,230000,110000.0
2023-01-16,40000,10000,90000,40000.0
2023-01-28,0,0,10000,5000.0
2023-02-09,50000,0,110000,55000.0
2023-02-21,0,0,10000,5000.0
2023-03-05,0,0,10000,5000.0
2023-03-17,30000,0,70000,35000.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,10000,5000.0
2023-04-22,140000,10000,290000,140000.0
2023-05-04,150000,30000,300000,135000.0
2023-05-16,13070000,11230000,14890000,1830000.0
2023-05-28,31530000,29830000,33240000,1705000.0
2023-06-09,36710000,36210000,37220000,505000.0
2023-06-21,38360000,37930000,38790000,430000.0
2023-07-03,39800000,39140000,40460000,660000.0
2023-07-15,43280000,42870000,43720000,425000.0
2023-07-27,43280000,42720000,43880000,580000.0
2023-08-08,43340000,42720000,43970000,625000.0
2023-09-01,41340000,41010000,41680000,335000.0
2023-09-13,39290000,38400000,40160000,880000.0
2023-09-25,37820000,36560000,39080000,1260000.0
2023-10-07,37360000,36170000,38550000,1190000.0
2023-10-19,36020000,35040000,37000000,980000.0
2023-10-31,3720000,30000,7430000,3700000.0
2023-11-12,2040000,20000,4090000,2035000.0
2023-11-24,1140000,30000,2280000,1125000.0
2023-12-06,50840000,50840000,50840000,0.0
2023-12-18,290000,0,590000,295000.0
2023-12-30,170000,10000,350000,170000.0
2024-01-11,40000,10000,90000,40000.0
2024-02-16,30000,0,70000,35000.0
2024-02-28,20000,0,50000,25000.0
2024-03-11,0,0,10000,5000.0
2024-03-23,30000,0,70000,35000.0
2024-04-04,30000,0,70000,35000.0
2024-04-16,20000,0,50000,25000.0
2024-04-28,960000,40000,1920000,940000.0
2024-05-10,4200000,1030000,7410000,3190000.0
2024-05-22,28580000,26600000,30570000,1985000.0
2024-06-03,31220000,29960000,32490000,1265000.0
2024-06-15,35930000,35350000,36510000,580000.0
2024-06-27,39500000,38770000,40230000,730000.0
2024-07-09,40390000,39810000,40980000,585000.0
2024-07-21,40350000,39810000,40890000,540000.0
2024-08-02,40540000,40050000,41040000,495000.0
2024-08-14,41870000,41270000,42480000,605000.0
2024-08-26,40140000,39480000,40810000,665000.0
2024-09-07,38490000,37520000,39460000,970000.0
2024-09-19,36770000,34970000,38560000,1795000.0
2024-10-01,36840000,35700000,37990000,1145000.0
2024-10-25,2790000,30000,5590000,2780000.0
2024-11-06,1730000,40000,3460000,1710000.0
2024-11-18,810000,30000,1620000,795000.0
2024-11-30,650000,20000,1310000,645000.0
2024-12-12,350000,20000,710000,345000.0
2024-12-24,140000,10000,290000,140000.0
