,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2017-06-04,1750000,1200000,7230000,3015000.0
2017-06-16,2000000,1110000,11620000,5255000.0
2017-06-28,2410000,1780000,3170000,695000.0
2017-07-10,2760000,2150000,3500000,675000.0
2017-07-22,3180000,2420000,3960000,770000.0
2017-08-03,4430000,2990000,5880000,1445000.0
2017-08-15,2130000,1120000,3130000,1005000.0
2017-08-27,1900000,940000,3190000,1125000.0
2017-09-08,1760000,1020000,9930000,4455000.0
2017-09-20,7310000,2710000,18840000,8065000.0
2017-10-02,13230000,9460000,20840000,5690000.0
2017-10-14,100000,0,11460000,5730000.0
2017-10-26,1440000,1100000,1770000,335000.0
2017-11-07,310000,310000,310000,0.0
2017-11-19,0,0,0,0.0
2017-12-01,0,0,0,0.0
2017-12-13,0,0,0,0.0
2017-12-25,0,0,0,0.0
2018-01-06,0,0,0,0.0
2018-01-18,0,0,0,0.0
2018-01-30,0,0,0,0.0
2018-02-11,0,0,0,0.0
2018-02-23,0,0,0,0.0
2018-03-07,0,0,0,0.0
2018-03-19,0,0,0,0.0
2018-03-31,0,0,0,0.0
2018-04-12,0,0,0,0.0
2018-04-24,0,0,0,0.0
2018-05-06,0,0,130000,65000.0
2018-05-18,60000,20000,2550000,1265000.0
2018-05-30,630000,240000,4990000,2375000.0
2018-06-11,2240000,1950000,8370000,3210000.0
2018-06-23,2680000,2080000,6870000,2395000.0
2018-07-05,4370000,3670000,6050000,1190000.0
2018-07-17,4090000,3120000,6640000,1760000.0
2018-07-29,5950000,4890000,7010000,1060000.0
2018-08-10,4300000,3420000,5330000,955000.0
2018-08-22,4970000,4140000,5920000,890000.0
2018-09-03,4630000,2490000,7360000,2435000.0
2018-09-15,13450000,8870000,18820000,4975000.0
2018-09-27,19780000,15510000,24040000,4265000.0
2018-10-09,18660000,16100000,22910000,3405000.0
2018-10-21,17410000,15820000,19000000,1590000.0
2018-11-02,22650000,21900000,26690000,2395000.0
2018-11-14,25280000,25000000,27170000,1085000.0
2018-11-26,25520000,25470000,27200000,865000.0
2018-12-08,0,0,0,0.0
2018-12-20,0,0,0,0.0
2019-01-01,0,0,0,0.0
2019-01-13,0,0,0,0.0
2019-01-25,0,0,0,0.0
2019-02-06,0,0,0,0.0
2019-02-18,0,0,0,0.0
2019-03-02,0,0,0,0.0
