,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2019-03-14,0,0,0,0.0
2019-03-26,0,0,0,0.0
2019-04-07,0,0,0,0.0
2019-04-19,10000,10000,200000,95000.0
2019-05-01,660000,520000,810000,145000.0
2019-05-13,1220000,780000,3370000,1295000.0
2019-05-25,1210000,760000,12390000,5815000.0
2019-06-06,2490000,1220000,8550000,3665000.0
2019-06-18,2560000,1830000,4580000,1375000.0
2019-06-30,5970000,4810000,7300000,1245000.0
2019-07-12,5680000,3630000,7730000,2050000.0
2019-07-24,3990000,2600000,5420000,1410000.0
2019-08-05,6950000,4570000,9420000,2425000.0
2019-08-17,3550000,2140000,5060000,1460000.0
2019-08-29,12830000,8290000,25220000,8465000.0
2019-09-10,2490000,1830000,21420000,9795000.0
2019-09-22,1070000,620000,17410000,8395000.0
2019-10-04,4250000,1750000,18430000,8340000.0
2019-10-16,3190000,1620000,8740000,3560000.0
2019-10-28,1740000,220000,10460000,5120000.0
2019-11-09,1090000,750000,4130000,1690000.0
2019-11-21,50000,10000,28160000,14075000.0
2019-12-03,7480000,7300000,28380000,10540000.0
2019-12-15,60000,50000,28230000,14090000.0
2019-12-27,0,0,0,0.0
2020-01-08,0,0,0,0.0
2020-01-20,0,0,0,0.0
2020-02-01,0,0,0,0.0
2020-02-13,0,0,0,0.0
2020-02-25,0,0,0,0.0
2020-03-08,0,0,0,0.0
2020-03-20,0,0,0,0.0
2020-04-01,0,0,0,0.0
2020-04-13,0,0,280000,140000.0
2020-04-25,0,0,1560000,780000.0
2020-05-07,40000,0,1640000,820000.0
2020-05-19,980000,690000,7050000,3180000.0
2020-05-31,1800000,1490000,3650000,1080000.0
2020-06-12,2300000,1620000,4700000,1540000.0
2020-06-24,2660000,2210000,3490000,640000.0
2020-07-06,3800000,3280000,4330000,525000.0
2020-07-18,3990000,3340000,4720000,690000.0
2020-07-30,4530000,3700000,5360000,830000.0
2020-08-11,4010000,3270000,4780000,755000.0
2020-08-23,3970000,3190000,4850000,830000.0
2020-09-04,2190000,1400000,3850000,1225000.0
2020-09-16,6160000,3800000,11080000,3640000.0
2020-09-28,8160000,5830000,14080000,4125000.0
2020-10-10,8280000,5600000,15550000,4975000.0
2020-10-22,1240000,1030000,14090000,6530000.0
2020-11-03,8410000,8030000,8780000,375000.0
2020-11-15,14100000,13640000,19620000,2990000.0
2020-11-27,20000,20000,20000,0.0
2020-12-09,10000,10000,10000,0.0
2020-12-21,0,0,0,0.0
2021-01-02,0,0,0,0.0
2021-01-14,0,0,0,0.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,0,0.0
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,1230000,530000,2300000,885000.0
2021-05-02,30000,0,2460000,1230000.0
2021-05-14,90000,0,2200000,1100000.0
2021-05-26,1020000,640000,4970000,2165000.0
2021-06-07,1150000,810000,4080000,1635000.0
2021-06-19,2670000,2230000,3660000,715000.0
2021-07-01,3300000,2880000,3810000,465000.0
2021-07-13,2830000,2230000,3460000,615000.0
2021-07-25,3560000,2930000,4210000,640000.0
2021-08-06,4610000,3600000,5640000,1020000.0
2021-08-18,3690000,3010000,4400000,695000.0
2021-08-30,2700000,1540000,3890000,1175000.0
2021-09-11,3130000,2400000,3910000,755000.0
2021-09-23,6750000,3050000,12410000,4680000.0
2021-10-05,10090000,8180000,15070000,3445000.0
2021-10-17,11760000,10810000,19420000,4305000.0
2021-10-29,17750000,15870000,21710000,2920000.0
2021-11-10,13290000,13090000,19930000,3420000.0
2021-11-22,100000,100000,100000,0.0
2021-12-16,0,0,0,0.0
2021-12-28,0,0,0,0.0
2022-01-09,10000,10000,10000,0.0
2022-01-21,0,0,0,0.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,450000,450000,450000,0.0
2022-05-09,0,0,1190000,595000.0
2022-05-21,0,0,2520000,1260000.0
2022-06-02,1100000,810000,5070000,2130000.0
2022-06-14,2320000,1800000,3660000,930000.0
2022-06-26,3850000,3310000,4550000,620000.0
2022-07-08,3300000,2710000,3910000,600000.0
2022-07-20,3480000,3170000,3810000,320000.0
2022-08-01,4770000,3940000,5610000,835000.0
2022-08-13,4140000,3450000,4890000,720000.0
2022-08-25,4000000,3210000,4800000,795000.0
2022-09-06,3630000,2560000,4890000,1165000.0
2022-09-18,5460000,2760000,9060000,3150000.0
2022-09-30,5650000,2010000,11880000,4935000.0
2022-10-12,1400000,940000,10150000,4605000.0
2022-10-24,9390000,6630000,15870000,4620000.0
2022-11-05,11300000,10190000,16390000,3100000.0
2022-11-17,12070000,11460000,19170000,3855000.0
2022-11-29,15860000,14720000,20910000,3095000.0
2022-12-11,19740000,17450000,23080000,2815000.0
2022-12-23,18610000,17450000,24190000,3370000.0
2023-01-04,0,0,0,0.0
2023-01-16,0,0,0,0.0
2023-01-28,0,0,0,0.0
2023-02-09,0,0,0,0.0
2023-02-21,0,0,0,0.0
2023-03-05,0,0,0,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,0,0,0,0.0
2023-05-04,0,0,520000,260000.0
2023-05-16,10000,10000,1630000,810000.0
2023-05-28,140000,50000,4650000,2300000.0
2023-06-09,1750000,1370000,2980000,805000.0
2023-06-21,3010000,2590000,3520000,465000.0
2023-07-03,3380000,2860000,3910000,525000.0
2023-07-15,3820000,3080000,4560000,740000.0
2023-07-27,4260000,3320000,5210000,945000.0
2023-08-08,3750000,3040000,4460000,710000.0
2023-09-01,3360000,2560000,4180000,810000.0
2023-09-13,3010000,1790000,4240000,1225000.0
2023-09-25,10420000,6620000,14220000,3800000.0
2023-10-07,11710000,6780000,16620000,4920000.0
2023-10-19,15410000,12910000,17920000,2505000.0
2023-10-31,19830000,17260000,22410000,2575000.0
2023-11-12,22400000,19650000,25160000,2755000.0
2023-11-24,24260000,22090000,27040000,2475000.0
2023-12-06,25620000,24290000,27690000,1700000.0
2023-12-18,26590000,25920000,27880000,980000.0
2023-12-30,26930000,26630000,27890000,630000.0
2024-01-11,27280000,27280000,27980000,350000.0
2024-02-16,0,0,0,0.0
2024-02-28,0,0,0,0.0
2024-03-11,0,0,0,0.0
2024-03-23,20000,20000,20000,0.0
2024-04-04,10000,10000,10000,0.0
2024-04-16,0,0,0,0.0
2024-04-28,2850000,2140000,4070000,965000.0
2024-05-10,590000,300000,1400000,550000.0
2024-05-22,590000,270000,2970000,1350000.0
2024-06-03,1370000,910000,6710000,2900000.0
2024-06-15,2190000,1650000,7150000,2750000.0
2024-06-27,3710000,3060000,5010000,975000.0
2024-07-09,3710000,2840000,4630000,895000.0
2024-07-21,4620000,3510000,5930000,1210000.0
2024-08-02,4270000,3300000,5250000,975000.0
2024-08-14,2840000,1910000,6070000,2080000.0
2024-08-26,3250000,2300000,5060000,1380000.0
2024-09-07,4080000,2070000,8830000,3380000.0
2024-09-19,9150000,2950000,19730000,8390000.0
2024-10-01,11750000,9300000,23630000,7165000.0
2024-10-25,20400000,20090000,27070000,3490000.0
2024-11-06,22380000,22300000,28870000,3285000.0
2024-11-18,18170000,18130000,28720000,5295000.0
2024-11-30,10000,10000,10000,0.0
2024-12-12,0,0,0,0.0
2024-12-24,0,0,0,0.0
