,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2020-12-09,1340000,20000,2670000,1325000.0
2020-12-21,240000,0,490000,245000.0
2021-01-02,10000,10000,30000,10000.0
2021-01-14,30000,0,70000,35000.0
2021-01-26,10000,10000,30000,10000.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,0,0.0
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,10000,5000.0
2021-04-20,4300000,2880000,5720000,1420000.0
2021-05-02,7690000,6740000,8640000,950000.0
2021-05-14,7960000,7150000,8780000,815000.0
2021-05-26,12880000,11560000,14200000,1320000.0
2021-06-07,15760000,15240000,16290000,525000.0
2021-06-19,25590000,25350000,25820000,235000.0
2021-07-01,26340000,26120000,26560000,220000.0
2021-07-13,26670000,26420000,26920000,250000.0
2021-07-25,29150000,28970000,29320000,175000.0
2021-08-06,29080000,28830000,29330000,250000.0
2021-08-18,29120000,28910000,29320000,205000.0
2021-08-30,28660000,27990000,29330000,670000.0
2021-09-11,28960000,28730000,29190000,230000.0
2021-09-23,28170000,27720000,28620000,450000.0
2021-10-05,23420000,19210000,27620000,4205000.0
2021-10-17,26880000,26400000,27350000,475000.0
2021-10-29,25840000,24850000,26840000,995000.0
2021-11-10,23890000,22230000,25550000,1660000.0
2021-11-22,7230000,140000,14330000,7095000.0
2021-12-16,1770000,0,3550000,1775000.0
2021-12-28,370000,0,750000,375000.0
2022-01-09,130000,20000,270000,125000.0
2022-01-21,0,0,0,0.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,1250000,460000,2050000,795000.0
2022-05-09,5430000,4680000,6190000,755000.0
2022-05-21,8230000,7480000,8980000,750000.0
2022-06-02,24020000,23370000,24680000,655000.0
2022-06-14,25240000,24910000,25580000,335000.0
2022-06-26,27370000,26540000,28200000,830000.0
2022-07-08,29110000,28890000,29330000,220000.0
2022-07-20,29180000,29030000,29320000,145000.0
2022-08-01,28910000,28490000,29330000,420000.0
2022-08-13,29080000,28830000,29330000,250000.0
2022-08-25,29090000,28850000,29330000,240000.0
2022-09-06,29140000,28960000,29320000,180000.0
2022-09-18,29150000,29020000,29280000,130000.0
2022-09-30,28910000,28720000,29100000,190000.0
2022-10-12,28660000,28320000,29000000,340000.0
2022-10-24,27540000,26430000,28640000,1105000.0
2022-11-05,25030000,21830000,28200000,3185000.0
2022-11-17,27480000,27110000,27850000,370000.0
2022-11-29,26960000,26380000,27540000,580000.0
2022-12-11,26620000,25830000,27410000,790000.0
2022-12-23,27180000,27010000,27350000,170000.0
2023-01-04,8430000,0,16870000,8435000.0
2023-01-16,3500000,0,7010000,3505000.0
2023-01-28,2310000,0,4630000,2315000.0
2023-02-09,80000,0,170000,85000.0
2023-02-21,10000,10000,30000,10000.0
2023-03-05,0,0,10000,5000.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,30000,10000,60000,25000.0
2023-05-04,1520000,1310000,1730000,210000.0
2023-05-16,6380000,5640000,7130000,745000.0
2023-05-28,14530000,13490000,15580000,1045000.0
2023-06-09,24890000,24370000,25410000,520000.0
2023-06-21,25950000,25790000,26110000,160000.0
2023-07-03,28620000,28510000,28730000,110000.0
2023-07-15,29290000,29250000,29330000,40000.0
2023-07-27,29160000,28990000,29330000,170000.0
2023-08-08,29040000,28750000,29320000,285000.0
2023-09-01,29280000,29230000,29330000,50000.0
2023-09-13,28970000,28610000,29330000,360000.0
2023-09-25,29050000,28770000,29330000,280000.0
2023-10-07,28310000,27290000,29320000,1015000.0
2023-10-19,24940000,20550000,29330000,4390000.0
2023-10-31,28960000,28590000,29330000,370000.0
2023-11-12,28110000,26900000,29310000,1205000.0
2023-11-24,29210000,29150000,29270000,60000.0
2023-12-06,28920000,28810000,29030000,110000.0
2023-12-18,28630000,28500000,28770000,135000.0
2023-12-30,28230000,28210000,28260000,25000.0
2024-01-11,28020000,27990000,28050000,30000.0
2024-02-16,350000,10000,710000,350000.0
2024-02-28,260000,0,530000,265000.0
2024-03-11,300000,0,610000,305000.0
2024-03-23,140000,30000,290000,130000.0
2024-04-04,130000,20000,270000,125000.0
2024-04-16,90000,0,190000,95000.0
2024-04-28,4830000,4170000,5490000,660000.0
2024-05-10,5630000,5170000,6100000,465000.0
2024-05-22,9550000,8710000,10420000,855000.0
2024-06-03,13860000,13040000,14680000,820000.0
2024-06-15,22620000,21830000,23370000,770000.0
2024-06-27,29220000,29110000,29330000,110000.0
2024-07-09,29170000,29010000,29330000,160000.0
2024-07-21,29080000,28860000,29300000,220000.0
2024-08-02,29120000,28910000,29320000,205000.0
2024-08-14,29060000,28790000,29320000,265000.0
2024-08-26,29100000,28870000,29330000,230000.0
2024-09-07,29110000,28890000,29330000,220000.0
2024-09-19,29250000,29180000,29320000,70000.0
2024-10-01,28540000,27780000,29290000,755000.0
2024-10-25,28230000,27380000,29080000,850000.0
2024-11-06,28940000,28910000,28960000,25000.0
2024-11-18,28810000,28740000,28880000,70000.0
2024-11-30,1480000,20000,2960000,1470000.0
2024-12-12,620000,0,1250000,625000.0
2024-12-24,80000,0,170000,85000.0
