,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,22750000,21560000,23950000,1195000.0
2017-06-16,21870000,19570000,24170000,2300000.0
2017-06-28,27250000,27070000,27420000,175000.0
2017-07-10,29000000,28690000,29290000,300000.0
2017-07-22,28750000,28170000,29330000,580000.0
2017-08-03,28740000,28150000,29330000,590000.0
2017-08-15,28800000,28270000,29330000,530000.0
2017-08-27,28780000,28250000,29310000,530000.0
2017-09-08,28240000,27370000,29100000,865000.0
2017-09-20,26880000,25080000,28670000,1795000.0
2017-10-02,26000000,24060000,27940000,1940000.0
2017-10-14,21070000,15590000,26540000,5475000.0
2017-10-26,10290000,1930000,18690000,8380000.0
2017-11-07,3330000,320000,6370000,3025000.0
2017-11-19,790000,0,1590000,795000.0
2017-12-01,170000,0,350000,175000.0
2017-12-13,50000,0,110000,55000.0
2017-12-25,0,0,0,0.0
2018-01-06,0,0,0,0.0
2018-01-18,0,0,0,0.0
2018-01-30,0,0,0,0.0
2018-02-11,0,0,0,0.0
2018-02-23,0,0,0,0.0
2018-03-07,0,0,0,0.0
2018-03-19,0,0,0,0.0
2018-03-31,0,0,0,0.0
2018-04-12,0,0,0,0.0
2018-04-24,20000,0,50000,25000.0
2018-05-06,1010000,810000,1220000,205000.0
2018-05-18,7920000,7560000,8280000,360000.0
2018-05-30,12140000,11190000,13090000,950000.0
2018-06-11,22330000,21630000,23030000,700000.0
2018-06-23,25620000,25480000,25750000,135000.0
2018-07-05,28790000,28440000,29130000,345000.0
2018-07-17,26520000,26320000,26710000,195000.0
2018-07-29,29170000,29010000,29330000,160000.0
2018-08-10,29180000,29030000,29320000,145000.0
2018-08-22,29100000,28870000,29330000,230000.0
2018-09-03,29180000,29030000,29320000,145000.0
2018-09-15,28960000,28610000,29310000,350000.0
2018-09-27,28510000,27740000,29270000,765000.0
2018-10-09,27010000,24850000,29160000,2155000.0
2018-10-21,24080000,19230000,28930000,4850000.0
2018-11-02,28370000,27990000,28750000,380000.0
2018-11-14,28010000,27730000,28300000,285000.0
2018-11-26,27530000,27250000,27790000,270000.0
2018-12-08,2400000,10000,4800000,2395000.0
2018-12-20,670000,0,1350000,675000.0
2019-01-01,60000,10000,130000,60000.0
2019-01-13,20000,0,50000,25000.0
2019-01-25,0,0,0,0.0
2019-02-06,0,0,0,0.0
2019-02-18,0,0,0,0.0
2019-03-02,0,0,0,0.0
2019-03-14,0,0,0,0.0
2019-03-26,50000,0,100000,50000.0
2019-04-07,0,0,10000,5000.0
2019-04-19,1670000,1330000,2020000,345000.0
2019-05-01,2430000,960000,3890000,1465000.0
2019-05-13,6980000,6370000,7590000,610000.0
2019-05-25,22360000,21110000,23620000,1255000.0
2019-06-06,23740000,23090000,24390000,650000.0
2019-06-18,26140000,25990000,26290000,150000.0
2019-06-30,29100000,28870000,29330000,230000.0
2019-07-12,29020000,28710000,29330000,310000.0
2019-07-24,29060000,28790000,29320000,265000.0
2019-08-05,29020000,28710000,29330000,310000.0
2019-08-17,29080000,28830000,29330000,250000.0
2019-08-29,28600000,27870000,29320000,725000.0
2019-09-10,28680000,28030000,29330000,650000.0
2019-09-22,27440000,25550000,29330000,1890000.0
2019-10-04,22820000,19510000,26140000,3315000.0
2019-10-16,13770000,9250000,18310000,4530000.0
2019-10-28,17530000,14600000,20480000,2940000.0
2019-11-09,7520000,5020000,10030000,2505000.0
2019-11-21,28680000,28590000,28770000,90000.0
2019-12-03,28480000,28400000,28560000,80000.0
2019-12-15,28290000,28250000,28340000,45000.0
2019-12-27,630000,0,1270000,635000.0
2020-01-08,170000,0,350000,175000.0
2020-01-20,60000,10000,130000,60000.0
2020-02-01,40000,0,90000,45000.0
2020-02-13,0,0,0,0.0
2020-02-25,0,0,0,0.0
2020-03-08,0,0,0,0.0
2020-03-20,0,0,10000,5000.0
2020-04-01,0,0,0,0.0
2020-04-13,1350000,1210000,1500000,145000.0
2020-04-25,6280000,5990000,6570000,290000.0
2020-05-07,5930000,5030000,6830000,900000.0
2020-05-19,18920000,17810000,20040000,1115000.0
2020-05-31,20380000,19470000,21290000,910000.0
2020-06-12,23610000,22380000,24850000,1235000.0
2020-06-24,25600000,25390000,25810000,210000.0
2020-07-06,29280000,29230000,29330000,50000.0
2020-07-18,26520000,26290000,26740000,225000.0
2020-07-30,29120000,28910000,29320000,205000.0
2020-08-11,26860000,26680000,27040000,180000.0
2020-08-23,26280000,25970000,26590000,310000.0
2020-09-04,25960000,25700000,26220000,260000.0
2020-09-16,25730000,25460000,25970000,255000.0
2020-09-28,25400000,25020000,25770000,375000.0
2020-10-10,24330000,23180000,25480000,1150000.0
2020-10-22,20900000,17090000,24680000,3795000.0
2020-11-03,16160000,8820000,23470000,7325000.0
2020-11-15,22060000,21030000,23080000,1025000.0
2020-11-27,4950000,30000,9880000,4925000.0
