,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2020-07-18,3029.0,3000.0,3052.0,26.0
2020-07-30,3288.0,3251.0,3344.0,46.5
2020-08-11,3069.0,3043.0,3087.0,22.0
2020-08-23,3000.0,2966.0,3035.0,34.5
2020-09-04,2964.0,2937.0,2995.0,29.0
2020-09-16,2941.0,2906.0,2966.0,30.0
2020-09-28,2900.0,2858.0,2943.0,42.5
2020-10-10,2792.0,2711.0,2911.0,100.0
2020-10-22,2596.0,2446.0,2825.0,189.5
2020-11-03,2408.0,2081.0,2731.0,325.0
2020-11-15,2642.0,2601.0,2704.0,51.5
2020-11-27,1729.0,1081.0,2142.0,530.5
2020-12-09,1251.0,1072.0,1427.0,177.5
2020-12-21,1119.0,1071.0,1154.0,41.5
2021-01-02,1071.0,1071.0,1081.0,5.0
2021-01-14,1081.0,1071.0,1091.0,10.0
2021-01-26,1071.0,1071.0,1081.0,5.0
2021-02-07,1071.0,1071.0,1071.0,0.0
2021-02-19,1071.0,1071.0,1071.0,0.0
2021-03-03,1071.0,1071.0,1071.0,0.0
2021-03-15,1071.0,1071.0,1071.0,0.0
2021-03-27,1071.0,1071.0,1071.0,0.0
2021-04-08,1071.0,1071.0,1071.0,0.0
2021-04-20,1647.0,1455.0,1821.0,183.0
2021-05-02,2018.0,1926.0,2072.0,73.0
2021-05-14,2026.0,1962.0,2077.0,57.5
2021-05-26,2238.0,2158.0,2311.0,76.5
2021-06-07,2348.0,2298.0,2402.0,52.0
2021-06-19,2921.0,2892.0,2949.0,28.5
2021-07-01,3008.0,2982.0,3033.0,25.5
2021-07-13,3043.0,3016.0,3072.0,28.0
2021-07-25,3293.0,3261.0,3344.0,41.5
2021-08-06,3279.0,3239.0,3364.0,62.5
2021-08-18,3288.0,3251.0,3344.0,46.5
2021-08-30,3218.0,3165.0,3364.0,99.5
2021-09-11,3259.0,3224.0,3298.0,37.0
2021-09-23,3131.0,3013.0,3213.0,100.0
2021-10-05,2728.0,2529.0,3139.0,305.0
2021-10-17,3070.0,3015.0,3116.0,50.5
2021-10-29,2950.0,2842.0,3066.0,112.0
2021-11-10,2760.0,2648.0,2917.0,134.5
2021-11-22,1983.0,1102.0,2333.0,615.5
2021-12-16,1313.0,1071.0,1541.0,235.0
2021-12-28,1138.0,1071.0,1179.0,54.0
2022-01-09,1102.0,1072.0,1125.0,26.5
2022-01-21,1071.0,1071.0,1071.0,0.0
2022-02-02,1071.0,1071.0,1071.0,0.0
2022-02-14,1071.0,1071.0,1071.0,0.0
2022-02-26,1071.0,1071.0,1071.0,0.0
2022-03-10,1071.0,1071.0,1071.0,0.0
2022-03-22,1071.0,1071.0,1071.0,0.0
2022-04-03,1071.0,1071.0,1071.0,0.0
2022-04-15,1071.0,1071.0,1071.0,0.0
2022-04-27,1238.0,1151.0,1352.0,100.5
2022-05-09,1788.0,1693.0,1859.0,83.0
2022-05-21,2050.0,2000.0,2093.0,46.5
2022-06-02,2741.0,2672.0,2812.0,70.0
2022-06-14,2881.0,2846.0,2921.0,37.5
2022-06-26,3120.0,3031.0,3181.0,75.0
2022-07-08,3285.0,3247.0,3364.0,58.5
2022-07-20,3298.0,3271.0,3344.0,36.5
2022-08-01,3251.0,3203.0,3364.0,80.5
2022-08-13,3279.0,3239.0,3364.0,62.5
2022-08-25,3280.0,3242.0,3364.0,61.0
2022-09-06,3291.0,3259.0,3344.0,42.5
2022-09-18,3293.0,3268.0,3327.0,29.5
2022-09-30,3251.0,3223.0,3283.0,30.0
2022-10-12,3180.0,3121.0,3256.0,67.5
2022-10-24,3041.0,2823.0,3216.0,196.5
2022-11-05,2859.0,2631.0,3181.0,275.0
2022-11-17,3128.0,3093.0,3157.0,32.0
2022-11-29,3078.0,3013.0,3134.0,60.5
2022-12-11,3038.0,2950.0,3121.0,85.5
2022-12-23,3100.0,3085.0,3116.0,15.5
2023-01-04,2064.0,1071.0,2437.0,683.0
2023-01-16,1537.0,1071.0,1962.0,445.5
2023-01-28,1387.0,1071.0,1684.0,306.5
2023-02-09,1092.0,1071.0,1112.0,20.5
2023-02-21,1071.0,1071.0,1081.0,5.0
2023-03-05,1071.0,1071.0,1071.0,0.0
2023-03-17,1071.0,1071.0,1071.0,0.0
2023-03-29,1071.0,1071.0,1071.0,0.0
2023-04-10,1071.0,1071.0,1071.0,0.0
2023-04-22,1081.0,1071.0,1085.0,7.0
2023-05-04,1269.0,1235.0,1304.0,34.5
2023-05-16,1891.0,1810.0,1971.0,80.5
2023-05-28,2339.0,2295.0,2384.0,44.5
2023-06-09,2745.0,2656.0,2859.0,101.5
2023-06-21,2744.0,2616.0,2964.0,174.0
2023-07-03,2982.0,2741.0,3216.0,237.5
2023-07-15,3065.0,2792.0,3364.0,286.0
2023-07-27,3052.0,2779.0,3344.0,282.5
2023-08-08,3275.0,3228.0,3344.0,58.0
2023-09-01,3127.0,2921.0,3364.0,221.5
2023-09-13,3261.0,3213.0,3364.0,75.5
2023-09-25,3275.0,3230.0,3364.0,67.0
2023-10-07,3121.0,2904.0,3340.0,218.0
2023-10-19,2848.0,2582.0,3364.0,391.0
2023-10-31,3259.0,3211.0,3364.0,76.5
2023-11-12,3174.0,3071.0,3340.0,134.5
2023-11-24,3305.0,3293.0,3319.0,13.0
2023-12-06,3255.0,3235.0,3271.0,18.0
2023-12-18,3214.0,3204.0,3230.0,13.0
2023-12-30,3184.0,3182.0,3186.0,2.0
2024-01-11,3168.0,3165.0,3169.0,2.0
2024-02-16,1137.0,1071.0,1175.0,52.0
2024-02-28,1124.0,1071.0,1155.0,42.0
2024-03-11,1131.0,1071.0,1164.0,46.5
2024-03-23,1102.0,1081.0,1129.0,24.0
2024-04-04,1102.0,1072.0,1125.0,26.5
2024-04-16,1094.0,1071.0,1114.0,21.5
2024-04-28,1716.0,1629.0,1799.0,85.0
2024-05-10,1693.0,1553.0,1819.0,133.0
2024-05-22,2088.0,2019.0,2155.0,68.0
2024-06-03,2311.0,2278.0,2345.0,33.5
2024-06-15,2672.0,2631.0,2724.0,46.5
2024-06-27,3307.0,3285.0,3364.0,39.5
2024-07-09,3297.0,3268.0,3364.0,48.0
2024-07-21,3279.0,3242.0,3330.0,44.0
2024-08-02,3288.0,3251.0,3344.0,46.5
2024-08-14,3276.0,3234.0,3344.0,55.0
2024-08-26,3283.0,3244.0,3364.0,60.0
2024-09-07,3285.0,3247.0,3364.0,58.5
2024-09-19,3315.0,3298.0,3344.0,23.0
2024-10-01,3208.0,3150.0,3329.0,89.5
2024-10-25,3184.0,3120.0,3279.0,79.5
2024-11-06,3256.0,3251.0,3259.0,4.0
2024-11-18,3235.0,3224.0,3245.0,10.5
2024-11-30,1269.0,1072.0,1466.0,197.0
2024-12-12,1165.0,1071.0,1238.0,83.5
2024-12-24,1092.0,1071.0,1112.0,20.5
