,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2020-09-04,3012.0,2961.0,3055.0,47.0
2020-09-16,2954.0,2892.0,3011.0,59.5
2020-09-28,2902.0,2840.0,2962.0,61.0
2020-10-10,2802.0,2680.0,2887.0,103.5
2020-10-22,2492.0,2297.0,2739.0,221.0
2020-11-03,909.0,671.0,1078.0,203.5
2020-11-15,790.0,620.0,923.0,151.5
2020-11-27,703.0,597.0,791.0,97.0
2020-12-09,651.0,597.0,687.0,45.0
2020-12-21,627.0,599.0,641.0,21.0
2021-01-02,600.0,594.0,613.0,9.5
2021-01-14,597.0,593.0,599.0,3.0
2021-01-26,594.0,593.0,599.0,3.0
2021-02-07,593.0,593.0,594.0,0.5
2021-02-19,594.0,593.0,599.0,3.0
2021-03-03,593.0,593.0,594.0,0.5
2021-03-15,593.0,593.0,593.0,0.0
2021-03-27,593.0,593.0,594.0,0.5
2021-04-08,594.0,593.0,599.0,3.0
2021-04-20,1578.0,1232.0,1940.0,354.0
2021-05-02,1981.0,1793.0,2138.0,172.5
2021-05-14,2222.0,2129.0,2306.0,88.5
2021-05-26,2348.0,2264.0,2423.0,79.5
2021-06-07,2566.0,2504.0,2675.0,85.5
2021-06-19,3064.0,3037.0,3093.0,28.0
2021-07-01,3268.0,3228.0,3314.0,43.0
2021-07-13,3202.0,3144.0,3248.0,52.0
2021-07-25,3484.0,3457.0,3513.0,28.0
2021-08-06,3563.0,3533.0,3593.0,30.0
2021-08-18,3459.0,3437.0,3480.0,21.5
2021-08-30,3385.0,3354.0,3410.0,28.0
2021-09-11,3325.0,3294.0,3354.0,30.0
2021-09-23,3237.0,3193.0,3290.0,48.5
2021-10-05,3086.0,2994.0,3206.0,106.0
2021-10-17,2892.0,2518.0,3081.0,281.5
2021-10-29,1060.0,809.0,2306.0,748.5
2021-11-10,902.0,686.0,1054.0,184.0
2021-11-22,753.0,599.0,892.0,146.5
2021-12-16,647.0,599.0,682.0,41.5
2021-12-28,627.0,600.0,644.0,22.0
2022-01-09,613.0,593.0,621.0,14.0
2022-01-21,602.0,593.0,614.0,10.5
2022-02-02,594.0,593.0,599.0,3.0
2022-02-14,594.0,593.0,599.0,3.0
2022-02-26,600.0,593.0,610.0,8.5
2022-03-10,603.0,593.0,616.0,11.5
2022-03-22,603.0,593.0,616.0,11.5
2022-04-03,604.0,593.0,617.0,12.0
2022-04-15,602.0,593.0,614.0,10.5
2022-04-27,1739.0,1674.0,1793.0,59.5
2022-05-09,1749.0,1548.0,1888.0,170.0
2022-05-21,2202.0,2090.0,2315.0,112.5
2022-06-02,2883.0,2794.0,2958.0,82.0
2022-06-14,3009.0,2944.0,3061.0,58.5
2022-06-26,3226.0,3167.0,3280.0,56.5
2022-07-08,3621.0,3597.0,3642.0,22.5
2022-07-20,3581.0,3562.0,3601.0,19.5
2022-08-01,3504.0,3488.0,3522.0,17.0
2022-08-13,3461.0,3445.0,3477.0,16.0
2022-08-25,3417.0,3397.0,3432.0,17.5
2022-09-06,3387.0,3362.0,3408.0,23.0
2022-09-18,3331.0,3281.0,3379.0,49.0
2022-09-30,3285.0,3213.0,3357.0,72.0
2022-10-12,3210.0,3089.0,3324.0,117.5
2022-10-24,3122.0,3000.0,3284.0,142.0
2022-11-05,3016.0,2754.0,3212.0,229.0
2022-11-17,1059.0,707.0,2529.0,911.0
2022-11-29,931.0,650.0,1247.0,298.5
2022-12-11,851.0,618.0,1030.0,206.0
2022-12-23,744.0,599.0,885.0,143.0
2023-01-04,697.0,600.0,780.0,90.0
2023-01-16,658.0,594.0,693.0,49.5
2023-01-28,628.0,594.0,645.0,25.5
2023-02-09,617.0,593.0,624.0,15.5
2023-02-21,599.0,597.0,607.0,5.0
2023-03-05,599.0,597.0,607.0,5.0
2023-03-17,594.0,593.0,599.0,3.0
2023-03-29,593.0,593.0,593.0,0.0
2023-04-10,594.0,593.0,599.0,3.0
2023-04-22,643.0,616.0,668.0,26.0
2023-05-04,1075.0,1046.0,1167.0,60.5
2023-05-16,2028.0,1922.0,2116.0,97.0
2023-05-28,2386.0,2320.0,2446.0,63.0
2023-06-09,2954.0,2887.0,3014.0,63.5
2023-06-21,3246.0,3156.0,3340.0,92.0
2023-07-03,3280.0,3232.0,3327.0,47.5
2023-07-15,3561.0,3538.0,3582.0,22.0
2023-07-27,3672.0,3652.0,3697.0,22.5
2023-08-08,3785.0,3744.0,3860.0,58.0
2023-09-01,3765.0,3726.0,3820.0,47.0
2023-09-13,3625.0,3607.0,3641.0,17.0
2023-09-25,3546.0,3518.0,3578.0,30.0
2023-10-07,3495.0,3457.0,3530.0,36.5
2023-10-19,3343.0,3163.0,3490.0,163.5
2023-10-31,3130.0,2823.0,3449.0,313.0
2023-11-12,3417.0,3393.0,3435.0,21.0
2023-11-24,3403.0,3390.0,3417.0,13.5
2023-12-06,3360.0,3335.0,3388.0,26.5
2023-12-18,811.0,600.0,953.0,176.5
2023-12-30,763.0,594.0,901.0,153.5
2024-01-11,700.0,599.0,785.0,93.0
2024-02-16,650.0,599.0,685.0,43.0
2024-02-28,639.0,593.0,665.0,36.0
2024-03-11,634.0,594.0,654.0,30.0
2024-03-23,627.0,603.0,641.0,19.0
2024-04-04,624.0,599.0,636.0,18.5
2024-04-16,621.0,599.0,630.0,15.5
2024-04-28,1163.0,1043.0,1856.0,406.5
2024-05-10,1909.0,1815.0,2011.0,98.0
2024-05-22,2305.0,2205.0,2386.0,90.5
2024-06-03,2502.0,2423.0,2617.0,97.0
2024-06-15,2941.0,2862.0,3014.0,76.0
2024-06-27,3362.0,3333.0,3392.0,29.5
2024-07-09,3434.0,3418.0,3452.0,17.0
2024-07-21,3426.0,3396.0,3450.0,27.0
2024-08-02,3469.0,3449.0,3488.0,19.5
2024-08-14,3711.0,3679.0,3792.0,56.5
2024-08-26,3647.0,3632.0,3666.0,17.0
2024-09-07,3523.0,3502.0,3547.0,22.5
2024-09-19,3450.0,3415.0,3481.0,33.0
2024-10-01,3370.0,3285.0,3446.0,80.5
2024-10-25,3032.0,2558.0,3329.0,385.5
2024-11-06,3310.0,3270.0,3341.0,35.5
2024-11-18,3268.0,3234.0,3310.0,38.0
2024-11-30,3229.0,3197.0,3263.0,33.0
2024-12-12,714.0,597.0,817.0,110.0
2024-12-24,682.0,597.0,725.0,64.0
