,snowline_elev_m,snowline_elev_min_m,snowline_elev_max_m,snowline_elev_diff_mean_m
2017-06-04,1065.0,1042.0,1921.0,439.5
2017-06-16,1037.0,920.0,2262.0,671.0
2017-06-28,1158.0,1098.0,1546.0,224.0
2017-07-10,1195.0,1131.0,1594.0,231.5
2017-07-22,1332.0,1178.0,1666.0,244.0
2017-08-03,1618.0,1209.0,2071.0,431.0
2017-08-15,1168.0,1101.0,1367.0,133.0
2017-08-27,1112.0,1053.0,2265.0,606.0
2017-09-08,1198.0,1091.0,2783.0,846.0
2017-09-20,1049.0,992.0,2718.0,863.0
2017-10-02,2041.0,1448.0,3013.0,782.5
2017-10-14,753.0,658.0,1299.0,320.5
2017-10-26,720.0,700.0,743.0,21.5
2017-11-07,639.0,639.0,639.0,0.0
2017-11-19,593.0,593.0,593.0,0.0
2017-12-01,597.0,597.0,597.0,0.0
2017-12-13,599.0,599.0,599.0,0.0
2017-12-25,593.0,593.0,593.0,0.0
2018-01-06,593.0,593.0,593.0,0.0
2018-01-18,593.0,593.0,593.0,0.0
2018-01-30,594.0,594.0,594.0,0.0
2018-02-11,593.0,593.0,593.0,0.0
2018-02-23,593.0,593.0,593.0,0.0
2018-03-07,593.0,593.0,593.0,0.0
2018-03-19,597.0,597.0,597.0,0.0
2018-03-31,594.0,594.0,594.0,0.0
2018-04-12,602.0,602.0,602.0,0.0
2018-04-24,593.0,593.0,658.0,32.5
2018-05-06,720.0,693.0,801.0,54.0
2018-05-18,733.0,697.0,848.0,75.5
2018-05-30,796.0,733.0,938.0,102.5
2018-06-11,1054.0,1023.0,1820.0,398.5
2018-06-23,1123.0,1074.0,1793.0,359.5
2018-07-05,1449.0,1274.0,2166.0,446.0
2018-07-17,1247.0,1159.0,2342.0,591.5
2018-07-29,1807.0,1429.0,2104.0,337.5
2018-08-10,1590.0,1307.0,1885.0,289.0
2018-08-22,1621.0,1347.0,1902.0,277.5
2018-09-03,1056.0,962.0,1752.0,395.0
2018-09-15,1208.0,1044.0,2563.0,759.5
2018-09-27,782.0,714.0,2302.0,794.0
2018-10-09,863.0,774.0,2562.0,894.0
2018-10-21,1023.0,910.0,2681.0,885.5
2018-11-02,710.0,694.0,1193.0,249.5
2018-11-14,651.0,651.0,651.0,0.0
2018-11-26,622.0,622.0,622.0,0.0
2018-12-08,627.0,627.0,627.0,0.0
2018-12-20,593.0,593.0,593.0,0.0
2019-01-01,597.0,597.0,597.0,0.0
2019-01-13,593.0,593.0,593.0,0.0
2019-01-25,657.0,627.0,685.0,29.0
2019-02-06,593.0,593.0,593.0,0.0
2019-02-18,593.0,593.0,593.0,0.0
2019-03-02,593.0,593.0,593.0,0.0
2019-03-14,593.0,593.0,593.0,0.0
2019-03-26,617.0,602.0,650.0,24.0
2019-04-07,593.0,593.0,593.0,0.0
2019-04-19,663.0,662.0,664.0,1.0
2019-05-01,765.0,708.0,939.0,115.5
2019-05-13,780.0,713.0,912.0,99.5
2019-05-25,908.0,808.0,1160.0,176.0
2019-06-06,919.0,793.0,1167.0,187.0
2019-06-18,1168.0,1078.0,1985.0,453.5
2019-06-30,1696.0,1481.0,2558.0,538.5
2019-07-12,1526.0,1195.0,1953.0,379.0
2019-07-24,1229.0,1110.0,1663.0,276.5
2019-08-05,1820.0,1426.0,2462.0,518.0
2019-08-17,1183.0,1071.0,1795.0,362.0
2019-08-29,1044.0,957.0,3006.0,1024.5
2019-09-10,1198.0,1092.0,3116.0,1012.0
2019-09-22,1104.0,1053.0,2923.0,935.0
2019-10-04,795.0,727.0,2005.0,639.0
2019-10-16,704.0,694.0,1055.0,180.5
2019-10-28,860.0,753.0,1064.0,155.5
2019-11-09,705.0,693.0,1031.0,169.0
2019-11-21,892.0,839.0,1031.0,96.0
2019-12-03,603.0,603.0,603.0,0.0
2019-12-15,593.0,593.0,593.0,0.0
2019-12-27,593.0,593.0,593.0,0.0
2020-01-08,597.0,597.0,597.0,0.0
2020-01-20,593.0,593.0,593.0,0.0
2020-02-01,593.0,593.0,593.0,0.0
2020-02-13,593.0,593.0,593.0,0.0
2020-02-25,593.0,593.0,593.0,0.0
2020-03-08,593.0,593.0,593.0,0.0
2020-03-20,593.0,593.0,593.0,0.0
2020-04-01,593.0,593.0,593.0,0.0
2020-04-13,593.0,593.0,663.0,35.0
2020-04-25,672.0,646.0,762.0,58.0
2020-05-07,718.0,694.0,863.0,84.5
2020-05-19,869.0,815.0,1027.0,106.0
2020-05-31,971.0,913.0,1132.0,109.5
2020-06-12,1041.0,963.0,1526.0,281.5
2020-06-24,1136.0,1074.0,1751.0,338.5
2020-07-06,1375.0,1184.0,1794.0,305.0
2020-07-18,1346.0,1184.0,1862.0,339.0
2020-07-30,1608.0,1434.0,1841.0,203.5
2020-08-11,1538.0,1281.0,2021.0,370.0
2020-08-23,1355.0,1177.0,1998.0,410.5
2020-09-04,1055.0,1006.0,2045.0,519.5
2020-09-16,1336.0,1138.0,2546.0,704.0
2020-09-28,1457.0,1220.0,2673.0,726.5
2020-10-10,1034.0,859.0,2299.0,720.0
2020-10-22,726.0,705.0,1175.0,235.0
2020-11-03,670.0,670.0,670.0,0.0
2020-11-15,618.0,617.0,619.0,1.0
2020-11-27,594.0,594.0,594.0,0.0
2020-12-09,594.0,594.0,594.0,0.0
2020-12-21,597.0,597.0,597.0,0.0
2021-01-02,593.0,593.0,593.0,0.0
2021-01-14,593.0,593.0,593.0,0.0
2021-01-26,593.0,593.0,593.0,0.0
2021-02-07,593.0,593.0,593.0,0.0
2021-02-19,593.0,593.0,593.0,0.0
2021-03-03,593.0,593.0,593.0,0.0
2021-03-15,593.0,593.0,593.0,0.0
2021-03-27,593.0,593.0,593.0,0.0
2021-04-08,593.0,593.0,593.0,0.0
2021-04-20,613.0,593.0,754.0,80.5
2021-05-02,629.0,613.0,743.0,65.0
2021-05-14,713.0,691.0,862.0,85.5
2021-05-26,879.0,785.0,1033.0,124.0
2021-06-07,914.0,819.0,1085.0,133.0
2021-06-19,1143.0,1076.0,1922.0,423.0
2021-07-01,1346.0,1246.0,1707.0,230.5
2021-07-13,1154.0,1083.0,2059.0,488.0
2021-07-25,1362.0,1206.0,1663.0,228.5
2021-08-06,1665.0,1410.0,1902.0,246.0
2021-08-18,1866.0,1457.0,2177.0,360.0
2021-08-30,1080.0,1044.0,1856.0,406.0
2021-09-11,1320.0,1153.0,2349.0,598.0
2021-09-23,1044.0,885.0,2678.0,896.5
2021-10-05,781.0,723.0,2204.0,740.5
2021-10-17,758.0,716.0,1828.0,556.0
2021-10-29,726.0,708.0,762.0,27.0
2021-11-10,685.0,685.0,685.0,0.0
2021-11-22,597.0,597.0,597.0,0.0
2021-12-16,597.0,597.0,597.0,0.0
2021-12-28,599.0,599.0,599.0,0.0
2022-01-09,593.0,593.0,593.0,0.0
2022-01-21,593.0,593.0,593.0,0.0
2022-02-02,593.0,593.0,593.0,0.0
2022-02-14,593.0,593.0,593.0,0.0
2022-02-26,593.0,593.0,593.0,0.0
2022-03-10,593.0,593.0,593.0,0.0
2022-03-22,593.0,593.0,593.0,0.0
2022-04-03,593.0,593.0,593.0,0.0
2022-04-15,593.0,593.0,593.0,0.0
2022-04-27,599.0,599.0,1206.0,303.5
2022-05-09,622.0,600.0,692.0,46.0
2022-05-21,683.0,654.0,804.0,75.0
2022-06-02,895.0,838.0,1065.0,113.5
2022-06-14,1051.0,1002.0,1497.0,247.5
2022-06-26,1262.0,1193.0,2022.0,414.5
2022-07-08,1209.0,1145.0,1398.0,126.5
2022-07-20,1298.0,1195.0,1546.0,175.5
2022-08-01,1503.0,1385.0,1989.0,302.0
2022-08-13,1452.0,1320.0,2330.0,505.0
2022-08-25,1255.0,1161.0,2348.0,593.5
2022-09-06,1414.0,1147.0,2746.0,799.5
2022-09-18,1285.0,1055.0,2883.0,914.0
2022-09-30,1025.0,937.0,2439.0,751.0
2022-10-12,921.0,780.0,2289.0,754.5
2022-10-24,867.0,750.0,1692.0,471.0
2022-11-05,851.0,784.0,2200.0,708.0
2022-11-17,706.0,706.0,706.0,0.0
2022-11-29,649.0,649.0,649.0,0.0
2022-12-11,617.0,617.0,617.0,0.0
2022-12-23,597.0,597.0,597.0,0.0
2023-01-04,599.0,599.0,599.0,0.0
2023-01-16,593.0,593.0,593.0,0.0
2023-01-28,593.0,593.0,593.0,0.0
2023-02-09,593.0,593.0,593.0,0.0
2023-02-21,594.0,594.0,594.0,0.0
2023-03-05,594.0,594.0,594.0,0.0
2023-03-17,593.0,593.0,593.0,0.0
2023-03-29,593.0,593.0,593.0,0.0
2023-04-10,593.0,593.0,593.0,0.0
2023-04-22,614.0,614.0,614.0,0.0
2023-05-04,597.0,593.0,713.0,60.0
2023-05-16,656.0,631.0,770.0,69.5
2023-05-28,809.0,769.0,933.0,82.0
2023-06-09,933.0,898.0,1185.0,143.5
2023-06-21,1116.0,1063.0,2054.0,495.5
2023-07-03,1226.0,1172.0,2090.0,459.0
2023-07-15,1368.0,1217.0,1749.0,266.0
2023-07-27,1410.0,1253.0,1636.0,191.5
2023-08-08,1381.0,1213.0,1642.0,214.5
2023-09-01,1106.0,1042.0,1518.0,238.0
2023-09-13,1867.0,1097.0,2618.0,760.5
2023-09-25,1954.0,1037.0,3009.0,986.0
2023-10-07,995.0,887.0,2868.0,990.5
2023-10-19,1250.0,964.0,3037.0,1036.5
2023-10-31,715.0,702.0,1994.0,646.0
2023-11-12,761.0,727.0,3117.0,1195.0
2023-11-24,629.0,625.0,3214.0,1294.5
2023-12-06,788.0,784.0,3293.0,1254.5
2023-12-18,599.0,599.0,599.0,0.0
2023-12-30,593.0,593.0,593.0,0.0
2024-01-11,597.0,597.0,597.0,0.0
2024-02-16,597.0,597.0,597.0,0.0
2024-02-28,593.0,593.0,593.0,0.0
2024-03-11,593.0,593.0,593.0,0.0
2024-03-23,602.0,602.0,602.0,0.0
2024-04-04,597.0,597.0,597.0,0.0
2024-04-16,597.0,597.0,597.0,0.0
2024-04-28,629.0,616.0,777.0,80.5
2024-05-10,691.0,671.0,787.0,58.0
2024-05-22,839.0,732.0,1033.0,150.5
2024-06-03,899.0,800.0,1051.0,125.5
2024-06-15,1049.0,1010.0,1824.0,407.0
2024-06-27,1285.0,1186.0,2209.0,511.5
2024-07-09,1315.0,1178.0,1595.0,208.5
2024-07-21,1401.0,1234.0,1715.0,240.5
2024-08-02,1612.0,1288.0,1961.0,336.5
2024-08-14,1248.0,1157.0,1795.0,319.0
2024-08-26,1796.0,1290.0,2172.0,441.0
