,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,52090000,50470000,53730000,1630000.0
2017-06-16,59900000,56430000,63370000,3470000.0
2017-06-28,62450000,60950000,63960000,1505000.0
2017-07-10,68200000,67180000,69230000,1025000.0
2017-07-22,70300000,68870000,71770000,1450000.0
2017-08-03,69600000,68340000,70860000,1260000.0
2017-08-15,68760000,67710000,69830000,1060000.0
2017-08-27,66580000,65250000,67920000,1335000.0
2017-09-08,64440000,62700000,66200000,1750000.0
2017-09-20,62020000,59680000,64350000,2335000.0
2017-10-02,60590000,57980000,63210000,2615000.0
2017-10-14,54750000,49780000,59720000,4970000.0
2017-10-26,22280000,7510000,37140000,14815000.0
2017-11-07,7290000,1020000,13580000,6280000.0
2017-11-19,1970000,0,3950000,1975000.0
2017-12-01,860000,50000,1730000,840000.0
2017-12-13,2830000,70000,5660000,2795000.0
2017-12-25,190000,10000,390000,190000.0
2018-01-06,190000,10000,390000,190000.0
2018-01-18,190000,10000,390000,190000.0
2018-01-30,200000,20000,410000,195000.0
2018-02-11,90000,0,190000,95000.0
2018-02-23,150000,0,310000,155000.0
2018-03-07,180000,0,370000,185000.0
2018-03-19,270000,30000,550000,260000.0
2018-03-31,320000,20000,650000,315000.0
2018-04-12,550000,90000,1080000,495000.0
2018-04-24,8810000,6470000,11150000,2340000.0
2018-05-06,29770000,28150000,31390000,1620000.0
2018-05-18,40240000,39130000,41360000,1115000.0
2018-05-30,43650000,42110000,45180000,1535000.0
2018-06-11,54770000,51890000,57650000,2880000.0
2018-06-23,60520000,56620000,64450000,3915000.0
2018-07-05,70710000,65750000,75700000,4975000.0
2018-07-17,66160000,61540000,70810000,4635000.0
2018-07-29,80960000,80160000,81760000,800000.0
2018-08-10,78860000,78300000,79440000,570000.0
2018-08-22,81120000,80400000,81840000,720000.0
2018-09-03,74280000,73170000,75390000,1110000.0
2018-09-15,70950000,69710000,72170000,1230000.0
2018-09-27,67390000,65370000,69410000,2020000.0
2018-10-09,64240000,61230000,67260000,3015000.0
2018-10-21,59870000,54560000,65190000,5315000.0
2018-11-02,51320000,42080000,60540000,9230000.0
2018-11-14,17260000,1490000,33090000,15800000.0
2018-11-26,9610000,400000,18830000,9215000.0
2018-12-08,6340000,570000,12130000,5780000.0
2018-12-20,2250000,10000,4500000,2245000.0
2019-01-01,330000,30000,670000,320000.0
2019-01-13,190000,10000,390000,190000.0
2019-01-25,8870000,6840000,10870000,2015000.0
2019-02-06,40000,10000,90000,40000.0
2019-02-18,30000,0,70000,35000.0
2019-03-02,0,0,10000,5000.0
2019-03-14,20000,0,50000,25000.0
2019-03-26,7290000,3580000,10990000,3705000.0
2019-04-07,910000,10000,1830000,910000.0
2019-04-19,7590000,1960000,13230000,5635000.0
2019-05-01,37560000,36420000,38700000,1140000.0
2019-05-13,38470000,37560000,39380000,910000.0
2019-05-25,52290000,50820000,53770000,1475000.0
2019-06-06,53040000,51250000,54830000,1790000.0
2019-06-18,56420000,54220000,58610000,2195000.0
2019-06-30,78440000,76210000,80650000,2220000.0
2019-07-12,81550000,80910000,82180000,635000.0
2019-07-24,80180000,79050000,81340000,1145000.0
2019-08-05,80360000,79440000,81280000,920000.0
2019-08-17,78660000,77350000,79970000,1310000.0
2019-08-29,72830000,71590000,74080000,1245000.0
2019-09-10,70490000,69470000,71510000,1020000.0
2019-09-22,66330000,63770000,68870000,2550000.0
2019-10-04,59910000,53900000,65900000,6000000.0
2019-10-16,48080000,40900000,55270000,7185000.0
2019-10-28,47150000,41420000,52890000,5735000.0
2019-11-09,39110000,35610000,42620000,3505000.0
2019-11-21,36810000,34330000,39300000,2485000.0
2019-12-03,3670000,100000,7270000,3585000.0
2019-12-15,1820000,0,3650000,1825000.0
2019-12-27,1070000,0,2150000,1075000.0
2020-01-08,350000,50000,710000,330000.0
2020-01-20,190000,10000,390000,190000.0
2020-02-01,90000,0,190000,95000.0
2020-02-13,40000,10000,90000,40000.0
2020-02-25,0,0,0,0.0
2020-03-08,0,0,10000,5000.0
2020-03-20,10000,0,30000,15000.0
2020-04-01,0,0,0,0.0
2020-04-13,19720000,19290000,20160000,435000.0
2020-04-25,38040000,37180000,38900000,860000.0
2020-05-07,39060000,38130000,40000000,935000.0
2020-05-19,48110000,46650000,49570000,1460000.0
2020-05-31,49580000,48420000,50760000,1170000.0
2020-06-12,53530000,51980000,55100000,1560000.0
2020-06-24,55960000,54310000,57630000,1660000.0
2020-07-06,64150000,62880000,65410000,1265000.0
2020-07-18,59880000,58130000,61610000,1740000.0
2020-07-30,68090000,67030000,69130000,1050000.0
2020-08-11,58990000,57130000,60860000,1865000.0
2020-08-23,57590000,55880000,59330000,1725000.0
2020-09-04,56360000,54760000,57980000,1610000.0
2020-09-16,54610000,52920000,56320000,1700000.0
2020-09-28,53190000,51620000,54780000,1580000.0
2020-10-10,50800000,48820000,52770000,1975000.0
2020-10-22,45940000,42280000,49590000,3655000.0
2020-11-03,14600000,2180000,27070000,12445000.0
2020-11-15,8080000,280000,15920000,7820000.0
2020-11-27,4080000,20000,8160000,4070000.0
2020-12-09,1440000,20000,2890000,1435000.0
2020-12-21,520000,40000,1050000,505000.0
2021-01-02,70000,10000,150000,70000.0
2021-01-14,20000,0,50000,25000.0
2021-01-26,10000,0,30000,15000.0
2021-02-07,0,0,10000,5000.0
2021-02-19,10000,0,30000,15000.0
2021-03-03,0,0,10000,5000.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,10000,5000.0
2021-04-08,10000,0,30000,15000.0
2021-04-20,34820000,31670000,37980000,3155000.0
2021-05-02,39400000,38120000,40690000,1285000.0
2021-05-14,41330000,40190000,42470000,1140000.0
2021-05-26,43090000,41860000,44330000,1235000.0
2021-06-07,47490000,46250000,48740000,1245000.0
2021-06-19,58440000,57270000,59640000,1185000.0
2021-07-01,64880000,63630000,66130000,1250000.0
2021-07-13,62750000,61240000,64270000,1515000.0
2021-07-25,72070000,70860000,73260000,1200000.0
2021-08-06,75480000,74270000,76710000,1220000.0
2021-08-18,70990000,70060000,71930000,935000.0
2021-08-30,68250000,67390000,69070000,840000.0
2021-09-11,66460000,65550000,67370000,910000.0
2021-09-23,63940000,62440000,65450000,1505000.0
2021-10-05,59350000,55830000,62850000,3510000.0
2021-10-17,52910000,46640000,59160000,6260000.0
2021-10-29,25670000,8910000,42480000,16785000.0
2021-11-10,13900000,2860000,25000000,11070000.0
2021-11-22,6460000,50000,12880000,6415000.0
2021-12-16,1290000,50000,2590000,1270000.0
2021-12-28,550000,70000,1110000,520000.0
2022-01-09,150000,0,310000,155000.0
2022-01-21,80000,0,170000,85000.0
2022-02-02,10000,0,30000,15000.0
2022-02-14,10000,0,30000,15000.0
2022-02-26,60000,0,130000,65000.0
2022-03-10,90000,0,190000,95000.0
2022-03-22,90000,0,190000,95000.0
2022-04-03,100000,0,210000,105000.0
2022-04-15,80000,0,170000,85000.0
2022-04-27,35950000,35480000,36430000,475000.0
2022-05-09,36430000,35270000,37590000,1160000.0
2022-05-21,41110000,39640000,42590000,1475000.0
2022-06-02,52660000,50660000,54690000,2015000.0
2022-06-14,56270000,54310000,58250000,1970000.0
2022-06-26,63510000,61840000,65170000,1665000.0
2022-07-08,77880000,76910000,78860000,975000.0
2022-07-20,76200000,75380000,77060000,840000.0
2022-08-01,72910000,72220000,73630000,705000.0
2022-08-13,71070000,70370000,71790000,710000.0
2022-08-25,69250000,68640000,69850000,605000.0
2022-09-06,68320000,67650000,68990000,670000.0
2022-09-18,66660000,65190000,68110000,1460000.0
2022-09-30,65290000,63120000,67450000,2165000.0
2022-10-12,62980000,59480000,66450000,3485000.0
2022-10-24,60650000,56050000,65250000,4600000.0
2022-11-05,56480000,49860000,63070000,6605000.0
2022-11-17,25540000,4260000,46820000,21280000.0
2022-11-29,16620000,1400000,31850000,15225000.0
2022-12-11,10610000,220000,21010000,10395000.0
2022-12-23,6080000,50000,12170000,6060000.0
2023-01-04,3780000,70000,7570000,3750000.0
2023-01-16,1680000,10000,3370000,1680000.0
2023-01-28,570000,10000,1150000,570000.0
2023-02-09,210000,0,430000,215000.0
2023-02-21,50000,20000,110000,45000.0
2023-03-05,50000,20000,110000,45000.0
2023-03-17,10000,0,30000,15000.0
2023-03-29,0,0,0,0.0
2023-04-10,10000,0,30000,15000.0
2023-04-22,1100000,200000,2030000,915000.0
2023-05-04,26900000,23620000,30130000,3255000.0
2023-05-16,38920000,37810000,40030000,1110000.0
2023-05-28,43740000,42670000,44840000,1085000.0
2023-06-09,54600000,52770000,56440000,1835000.0
2023-06-21,64240000,61530000,66960000,2715000.0
2023-07-03,65170000,63790000,66560000,1385000.0
2023-07-15,75360000,74500000,76230000,865000.0
2023-07-27,80040000,79230000,80840000,805000.0
2023-08-08,81880000,81450000,82310000,430000.0
2023-09-01,81690000,81260000,82130000,435000.0
2023-09-13,78060000,77290000,78820000,765000.0
2023-09-25,74780000,73490000,76050000,1280000.0
2023-10-07,72510000,70910000,74090000,1590000.0
2023-10-19,67060000,61730000,72360000,5315000.0
2023-10-31,60890000,51240000,70530000,9645000.0
2023-11-12,69270000,68550000,69990000,720000.0
2023-11-24,68850000,68420000,69280000,430000.0
2023-12-06,67560000,66770000,68360000,795000.0
2023-12-18,9020000,60000,18020000,8980000.0
2023-12-30,6840000,10000,13690000,6840000.0
2024-01-11,3900000,40000,7780000,3870000.0
2024-02-16,1400000,50000,2800000,1375000.0
2024-02-28,960000,0,1930000,965000.0
2024-03-11,770000,10000,1550000,770000.0
2024-03-23,530000,90000,1030000,470000.0
2024-04-04,420000,30000,820000,395000.0
2024-04-16,330000,30000,660000,315000.0
2024-04-28,30050000,23000000,37120000,7060000.0
2024-05-10,37710000,36670000,38750000,1040000.0
2024-05-22,42440000,41150000,43740000,1295000.0
2024-06-03,46190000,44330000,48070000,1870000.0
2024-06-15,54250000,52080000,56430000,2175000.0
2024-06-27,67610000,66710000,68500000,895000.0
2024-07-09,69980000,69300000,70680000,690000.0
2024-07-21,69620000,68620000,70630000,1005000.0
2024-08-02,71390000,70530000,72260000,865000.0
2024-08-14,81090000,80270000,81920000,825000.0
2024-08-26,79090000,78380000,79810000,715000.0
2024-09-07,73790000,72800000,74820000,1010000.0
2024-09-19,70620000,69210000,72020000,1405000.0
2024-10-01,67860000,65300000,70390000,2545000.0
2024-10-25,57010000,47360000,66610000,9625000.0
