Elev_m,area_m2
1425,10000.0
1435,10000.0
1445,20000.0
1455,10000.0
1465,30000.0
1475,20000.0
1485,30000.0
1495,40000.0
1505,30000.0
1515,50000.0
1525,30000.0
1535,70000.0
1545,50000.0
1555,70000.0
1565,60000.0
1575,60000.0
1585,70000.0
1595,80000.0
1605,90000.0
1615,90000.0
1625,110000.0
1635,100000.0
1645,140000.0
1655,90000.0
1665,120000.0
1675,110000.0
1685,120000.0
1695,140000.0
1705,170000.0
1715,140000.0
1725,160000.0
1735,130000.0
1745,130000.0
1755,160000.0
1765,130000.0
1775,170000.0
1785,130000.0
1795,130000.0
1805,180000.0
1815,120000.0
1825,170000.0
1835,130000.0
1845,150000.0
1855,160000.0
1865,150000.0
1875,120000.0
1885,140000.0
1895,160000.0
1905,160000.0
1915,140000.0
1925,120000.0
1935,130000.0
1945,210000.0
1955,180000.0
1965,160000.0
1975,180000.0
1985,150000.0
1995,140000.0
2005,90000.0
2015,120000.0
2025,120000.0
2035,100000.0
2045,140000.0
2055,110000.0
2065,130000.0
2075,140000.0
2085,110000.0
2095,160000.0
2105,160000.0
2115,140000.0
2125,120000.0
2135,110000.0
2145,150000.0
2155,100000.0
2165,140000.0
2175,170000.0
2185,60000.0
2195,130000.0
2205,150000.0
2215,150000.0
2225,100000.0
2235,100000.0
2245,160000.0
2255,100000.0
2265,150000.0
2275,190000.0
2285,140000.0
2295,150000.0
2305,190000.0
2315,170000.0
2325,180000.0
2335,240000.0
2345,200000.0
2355,260000.0
2365,250000.0
2375,190000.0
2385,140000.0
2395,200000.0
2405,190000.0
2415,220000.0
2425,250000.0
2435,220000.0
2445,210000.0
2455,270000.0
2465,310000.0
2475,270000.0
2485,390000.0
2495,630000.0
2505,500000.0
2515,360000.0
2525,390000.0
2535,410000.0
2545,440000.0
2555,330000.0
2565,350000.0
2575,280000.0
2585,320000.0
2595,260000.0
2605,220000.0
2615,270000.0
2625,230000.0
2635,330000.0
2645,330000.0
2655,290000.0
2665,190000.0
2675,200000.0
2685,220000.0
2695,170000.0
2705,160000.0
2715,200000.0
2725,130000.0
2735,160000.0
2745,170000.0
2755,100000.0
2765,110000.0
2775,130000.0
2785,100000.0
2795,70000.0
2805,80000.0
2815,110000.0
2825,50000.0
2835,80000.0
2845,70000.0
2855,50000.0
2865,80000.0
2875,40000.0
2885,60000.0
2895,20000.0
2905,50000.0
2915,40000.0
2925,30000.0
2935,30000.0
2945,50000.0
2955,50000.0
2965,70000.0
2975,60000.0
2985,40000.0
2995,90000.0
3005,40000.0
3015,30000.0
3025,80000.0
3035,20000.0
3045,30000.0
3055,50000.0
3065,60000.0
3075,40000.0
3085,30000.0
3095,60000.0
3105,50000.0
3115,50000.0
3125,60000.0
3135,50000.0
3145,50000.0
3155,50000.0
3165,60000.0
3175,60000.0
3185,40000.0
3195,30000.0
3205,50000.0
3215,10000.0
3225,20000.0
3235,30000.0
3245,20000.0
3255,30000.0
3265,10000.0
3275,20000.0
3285,30000.0
3295,10000.0
3305,30000.0
3315,20000.0
3325,0.0
3335,40000.0
3345,10000.0
3355,10000.0
3365,30000.0
3375,10000.0
3385,10000.0
3395,20000.0
3405,0.0
3415,10000.0
3425,10000.0
3435,10000.0
3445,10000.0
3455,20000.0
3465,20000.0
3475,10000.0
3485,20000.0
3495,10000.0
3505,0.0
3515,20000.0
3525,0.0
3535,20000.0
3545,20000.0
3555,10000.0
3565,20000.0
3575,0.0
3585,10000.0
3595,0.0
3605,30000.0
3615,10000.0
3625,10000.0
3635,0.0
3645,10000.0
3655,20000.0
3665,10000.0
3675,0.0
3685,0.0
3695,20000.0
3705,10000.0
3715,0.0
3725,10000.0
3735,0.0
3745,20000.0
3755,10000.0
3765,0.0
3775,10000.0
3785,10000.0
3795,10000.0
3805,20000.0
3815,0.0
3825,10000.0
3835,10000.0
3845,20000.0
3855,0.0
3865,20000.0
3875,10000.0
3885,0.0
3895,10000.0
3905,10000.0
3915,10000.0
3925,0.0
3935,20000.0
3945,10000.0
3955,0.0
3965,10000.0
3975,10000.0
3985,10000.0
3995,0.0
4005,20000.0
4015,0.0
4025,10000.0
4035,10000.0
4045,10000.0
4055,20000.0
4065,0.0
4075,0.0
4085,10000.0
4095,10000.0
