,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,19820000,18420000,21210000,1395000.0
2017-06-16,22510000,21670000,23350000,840000.0
2017-06-28,23950000,23400000,24500000,550000.0
2017-07-10,25310000,25220000,25410000,95000.0
2017-07-22,25520000,25300000,25740000,220000.0
2017-08-03,25120000,24660000,25570000,455000.0
2017-08-15,24790000,24020000,25560000,770000.0
2017-08-27,23260000,21980000,24550000,1285000.0
2017-09-08,23670000,23380000,23960000,290000.0
2017-09-20,25330000,25330000,25340000,5000.0
2017-10-02,7960000,280000,15660000,7690000.0
2017-10-14,5570000,10000,11150000,5570000.0
2017-10-26,3580000,0,7170000,3585000.0
2017-11-07,1030000,0,2070000,1035000.0
2017-11-19,320000,0,650000,325000.0
2017-12-01,70000,0,150000,75000.0
2017-12-13,40000,0,90000,45000.0
2017-12-25,40000,0,90000,45000.0
2018-01-06,10000,0,30000,15000.0
2018-01-18,0,0,10000,5000.0
2018-01-30,0,0,10000,5000.0
2018-02-11,0,0,0,0.0
2018-02-23,0,0,10000,5000.0
2018-03-07,20000,0,50000,25000.0
2018-03-19,0,0,0,0.0
2018-03-31,0,0,0,0.0
2018-04-12,0,0,0,0.0
2018-04-24,0,0,0,0.0
2018-05-06,0,0,0,0.0
2018-05-18,1740000,920000,2560000,820000.0
2018-05-30,3350000,1760000,4940000,1590000.0
2018-06-11,20540000,18380000,22700000,2160000.0
2018-06-23,22810000,22340000,23290000,475000.0
2018-07-05,24530000,24030000,25030000,500000.0
2018-07-17,22810000,22170000,23460000,645000.0
2018-07-29,25350000,25200000,25500000,150000.0
2018-08-10,25280000,25140000,25420000,140000.0
2018-08-22,24770000,24410000,25130000,360000.0
2018-09-03,22440000,20880000,24000000,1560000.0
2018-09-15,23670000,23290000,24050000,380000.0
2018-09-27,21120000,19380000,22850000,1735000.0
2018-10-09,20940000,19410000,22470000,1530000.0
2018-10-21,7420000,80000,14780000,7350000.0
2018-11-02,6020000,70000,11990000,5960000.0
2018-11-14,4110000,0,8230000,4115000.0
2018-11-26,1710000,0,3430000,1715000.0
2018-12-08,310000,10000,630000,310000.0
2018-12-20,60000,0,130000,65000.0
2019-01-01,30000,0,70000,35000.0
2019-01-13,30000,0,70000,35000.0
2019-01-25,0,0,10000,5000.0
2019-02-06,0,0,10000,5000.0
2019-02-18,0,0,0,0.0
2019-03-02,0,0,0,0.0
2019-03-14,0,0,10000,5000.0
2019-03-26,0,0,0,0.0
2019-04-07,0,0,0,0.0
2019-04-19,0,0,0,0.0
2019-05-01,80000,0,170000,85000.0
2019-05-13,60000,0,130000,65000.0
2019-05-25,17990000,16330000,19650000,1660000.0
2019-06-06,20200000,18950000,21480000,1265000.0
2019-06-18,23860000,23190000,24520000,665000.0
2019-06-30,25600000,25430000,25770000,170000.0
2019-07-12,25570000,25350000,25790000,220000.0
2019-07-24,25480000,25190000,25770000,290000.0
2019-08-05,25500000,25230000,25770000,270000.0
2019-08-17,23750000,21750000,25750000,2000000.0
2019-08-29,24040000,22410000,25670000,1630000.0
2019-09-10,24680000,23980000,25390000,705000.0
2019-09-22,17550000,12710000,22430000,4860000.0
2019-10-04,20910000,19020000,22810000,1895000.0
2019-10-16,24950000,24910000,25000000,45000.0
2019-10-28,14870000,13480000,16280000,1400000.0
2019-11-09,1000000,0,2010000,1005000.0
2019-11-21,740000,0,1490000,745000.0
2019-12-03,360000,0,730000,365000.0
2019-12-15,300000,0,610000,305000.0
2019-12-27,200000,0,410000,205000.0
2020-01-08,150000,0,310000,155000.0
2020-01-20,130000,0,270000,135000.0
2020-02-01,30000,0,70000,35000.0
2020-02-13,10000,0,30000,15000.0
2020-02-25,0,0,10000,5000.0
2020-03-08,10000,0,30000,15000.0
2020-03-20,30000,0,70000,35000.0
2020-04-01,0,0,0,0.0
2020-04-13,0,0,0,0.0
2020-04-25,10000,0,30000,15000.0
2020-05-07,10000,0,30000,15000.0
2020-05-19,6380000,3200000,9540000,3170000.0
2020-05-31,15670000,14080000,17240000,1580000.0
2020-06-12,22010000,20900000,23110000,1105000.0
2020-06-24,22900000,22220000,23580000,680000.0
2020-07-06,24190000,23730000,24660000,465000.0
2020-07-18,23760000,23330000,24170000,420000.0
2020-07-30,24590000,24270000,24920000,325000.0
2020-08-11,23740000,23170000,24310000,570000.0
2020-08-23,23500000,22900000,24110000,605000.0
2020-09-04,22920000,22210000,23620000,705000.0
2020-09-16,22210000,21210000,23220000,1005000.0
2020-09-28,21690000,20530000,22860000,1165000.0
2020-10-10,20870000,19410000,22330000,1460000.0
2020-10-22,20480000,18810000,22140000,1665000.0
2020-11-03,19830000,18050000,21610000,1780000.0
2020-11-15,19450000,17760000,21140000,1690000.0
2020-11-27,4940000,0,9890000,4945000.0
2020-12-09,2280000,0,4570000,2285000.0
2020-12-21,500000,0,1010000,505000.0
2021-01-02,0,0,0,0.0
2021-01-14,0,0,10000,5000.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,10000,5000.0
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,10000,5000.0
2021-04-20,0,0,0,0.0
2021-05-02,0,0,0,0.0
2021-05-14,1680000,760000,2590000,915000.0
2021-05-26,1660000,520000,2800000,1140000.0
2021-06-07,8300000,7750000,8860000,555000.0
2021-06-19,23170000,22690000,23650000,480000.0
2021-07-01,24120000,23660000,24580000,460000.0
2021-07-13,23370000,23020000,23720000,350000.0
2021-07-25,25510000,25380000,25640000,130000.0
2021-08-06,25500000,25380000,25620000,120000.0
2021-08-18,25150000,24890000,25410000,260000.0
2021-08-30,24050000,23190000,24910000,860000.0
2021-09-11,23040000,21820000,24260000,1220000.0
2021-09-23,22440000,21250000,23630000,1190000.0
2021-10-05,21260000,19730000,22820000,1545000.0
2021-10-17,20980000,19570000,22400000,1415000.0
2021-10-29,7710000,20000,15420000,7700000.0
2021-11-10,6030000,0,12070000,6035000.0
2021-11-22,4410000,0,8830000,4415000.0
2021-12-16,150000,0,310000,155000.0
2021-12-28,0,0,10000,5000.0
2022-01-09,0,0,0,0.0
2022-01-21,0,0,0,0.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,10000,5000.0
2022-04-15,0,0,0,0.0
2022-04-27,0,0,0,0.0
2022-05-09,30000,0,70000,35000.0
2022-05-21,1280000,570000,1990000,710000.0
2022-06-02,20990000,18720000,23280000,2280000.0
2022-06-14,24290000,23550000,25030000,740000.0
2022-06-26,25390000,25280000,25500000,110000.0
2022-07-08,25620000,25470000,25770000,150000.0
2022-07-20,25480000,25330000,25630000,150000.0
2022-08-01,25250000,24990000,25510000,260000.0
2022-08-13,25200000,24980000,25420000,220000.0
2022-08-25,24170000,23370000,24970000,800000.0
2022-09-06,22520000,21040000,24000000,1480000.0
2022-09-18,22280000,21040000,23530000,1245000.0
2022-09-30,25340000,25340000,25350000,5000.0
2022-10-12,25340000,25340000,25350000,5000.0
2022-10-24,20850000,19300000,22400000,1550000.0
2022-11-05,20540000,18900000,22180000,1640000.0
2022-11-17,7100000,10000,14200000,7095000.0
2022-11-29,6220000,0,12450000,6225000.0
2022-12-11,5040000,10000,10090000,5040000.0
2022-12-23,2590000,10000,5190000,2590000.0
2023-01-04,920000,0,1850000,925000.0
2023-01-16,150000,0,310000,155000.0
2023-01-28,20000,0,50000,25000.0
2023-02-09,0,0,10000,5000.0
2023-02-21,0,0,0,0.0
2023-03-05,25250000,25250000,25250000,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,0,0,0,0.0
2023-05-04,0,0,0,0.0
2023-05-16,690000,140000,1250000,555000.0
2023-05-28,8810000,7990000,9640000,825000.0
2023-06-09,21060000,19680000,22450000,1385000.0
2023-06-21,23270000,22900000,23640000,370000.0
2023-07-03,23770000,23410000,24120000,355000.0
2023-07-15,25280000,25100000,25460000,180000.0
2023-07-27,25450000,25240000,25660000,210000.0
2023-08-08,25680000,25550000,25810000,130000.0
2023-09-01,25600000,25530000,25670000,70000.0
2023-09-13,24100000,22960000,25240000,1140000.0
2023-09-25,23080000,21580000,24560000,1490000.0
2023-10-07,24260000,23750000,24780000,515000.0
2023-10-19,24010000,23540000,24490000,475000.0
2023-10-31,24970000,24930000,25020000,45000.0
2023-11-12,25320000,25320000,25320000,0.0
2023-11-24,2190000,20000,4380000,2180000.0
2023-12-06,720000,10000,1450000,720000.0
2023-12-18,330000,0,670000,335000.0
2023-12-30,70000,0,150000,75000.0
2024-01-11,50000,0,110000,55000.0
2024-02-16,0,0,0,0.0
2024-02-28,0,0,0,0.0
2024-03-11,10000,0,30000,15000.0
2024-03-23,0,0,0,0.0
2024-04-04,0,0,10000,5000.0
2024-04-16,0,0,0,0.0
2024-04-28,290000,50000,540000,245000.0
2024-05-10,100000,0,210000,105000.0
2024-05-22,1370000,420000,2330000,955000.0
2024-06-03,11340000,10390000,12290000,950000.0
2024-06-15,22910000,22390000,23430000,520000.0
2024-06-27,25400000,25320000,25480000,80000.0
2024-07-09,25380000,25280000,25490000,105000.0
2024-07-21,25270000,25070000,25470000,200000.0
2024-08-02,25220000,25020000,25420000,200000.0
2024-08-14,25350000,25260000,25440000,90000.0
2024-08-26,24710000,24070000,25350000,640000.0
2024-09-07,22910000,21300000,24520000,1610000.0
2024-09-19,21090000,18560000,23630000,2535000.0
2024-10-01,23720000,23380000,24070000,345000.0
2024-10-25,5000000,30000,10000000,4985000.0
2024-11-06,2490000,20000,4990000,2485000.0
2024-11-18,630000,0,1270000,635000.0
2024-11-30,280000,0,570000,285000.0
2024-12-12,190000,0,390000,195000.0
2024-12-24,120000,0,250000,125000.0
