,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2017-06-04,18480000,11280000,47480000,18100000.0
2017-06-16,58460000,35760000,85890000,25065000.0
2017-06-28,45860000,28030000,63740000,17855000.0
2017-07-10,53300000,34770000,71830000,18530000.0
2017-07-22,75680000,51800000,99560000,23880000.0
2017-08-03,80910000,51900000,109920000,29010000.0
2017-08-15,58330000,37440000,79220000,20890000.0
2017-08-27,72530000,47070000,108140000,30535000.0
2017-09-08,84980000,58040000,130310000,36135000.0
2017-09-20,90030000,66910000,126170000,29630000.0
2017-10-02,69740000,51640000,87840000,18100000.0
2017-10-14,206550000,186440000,277740000,45650000.0
2017-10-26,6020000,4880000,7160000,1140000.0
2017-11-07,1510000,1220000,1800000,290000.0
2017-11-19,160000,160000,160000,0.0
2017-12-01,20000,20000,20000,0.0
2017-12-13,30000,30000,30000,0.0
2017-12-25,10000,10000,10000,0.0
2018-01-06,0,0,0,0.0
2018-01-18,0,0,0,0.0
2018-01-30,0,0,0,0.0
2018-02-11,0,0,0,0.0
2018-02-23,0,0,0,0.0
2018-03-07,0,0,0,0.0
2018-03-19,0,0,0,0.0
2018-03-31,0,0,0,0.0
2018-04-12,0,0,0,0.0
2018-04-24,390000,230000,550000,160000.0
2018-05-06,4280000,2640000,5920000,1640000.0
2018-05-18,6970000,4520000,24340000,9910000.0
2018-05-30,12990000,9150000,39940000,15395000.0
2018-06-11,34490000,24620000,68830000,22105000.0
2018-06-23,49190000,40400000,65000000,12300000.0
2018-07-05,52230000,44010000,61280000,8635000.0
2018-07-17,58890000,48680000,70770000,11045000.0
2018-07-29,90250000,74540000,106840000,16150000.0
2018-08-10,83040000,71460000,94700000,11620000.0
2018-08-22,96710000,84200000,109510000,12655000.0
2018-09-03,112420000,92480000,135390000,21455000.0
2018-09-15,141010000,119420000,162600000,21590000.0
2018-09-27,142410000,132910000,151910000,9500000.0
2018-10-09,80420000,77240000,83600000,3180000.0
2018-10-21,48370000,45230000,51510000,3140000.0
2018-11-02,10200000,7840000,12570000,2365000.0
2018-11-14,470000,450000,490000,20000.0
2018-11-26,70000,70000,70000,0.0
2018-12-08,10000,10000,10000,0.0
2018-12-20,0,0,0,0.0
2019-01-01,0,0,0,0.0
2019-01-13,0,0,0,0.0
2019-01-25,0,0,0,0.0
2019-02-06,0,0,0,0.0
2019-02-18,0,0,0,0.0
2019-03-02,0,0,0,0.0
2019-03-14,0,0,0,0.0
2019-03-26,70000,70000,70000,0.0
2019-04-07,50000,50000,50000,0.0
2019-04-19,50000,20000,290000,135000.0
