,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2019-09-22,292600000,283340000,301870000,9265000.0
2019-10-04,303620000,303580000,303670000,45000.0
2019-10-16,303800000,303800000,303800000,0.0
2019-10-28,165570000,130790000,200360000,34785000.0
2019-11-09,31540000,9030000,54050000,22510000.0
2019-11-21,42390000,36020000,48770000,6375000.0
2019-12-03,7710000,450000,14980000,7265000.0
2019-12-15,3800000,50000,7560000,3755000.0
2019-12-27,2000000,60000,3950000,1945000.0
2020-01-08,720000,0,1450000,725000.0
2020-01-20,240000,0,490000,245000.0
2020-02-01,180000,0,370000,185000.0
2020-02-13,80000,0,170000,85000.0
2020-02-25,100000,0,210000,105000.0
2020-03-08,20000,0,50000,25000.0
2020-03-20,60000,0,130000,65000.0
2020-04-01,50000,0,110000,55000.0
2020-04-13,3200000,1760000,4650000,1445000.0
2020-04-25,52010000,47860000,56160000,4150000.0
2020-05-07,53290000,46750000,59840000,6545000.0
2020-05-19,202360000,181540000,223190000,20825000.0
2020-05-31,250930000,241610000,260260000,9325000.0
2020-06-12,270310000,261390000,279230000,8920000.0
2020-06-24,293150000,288370000,297930000,4780000.0
2020-07-06,296290000,292320000,300260000,3970000.0
2020-07-18,298900000,295860000,301940000,3040000.0
2020-07-30,303040000,302440000,303640000,600000.0
2020-08-11,300580000,298760000,302400000,1820000.0
2020-08-23,298330000,295680000,300980000,2650000.0
2020-09-04,295530000,291920000,299150000,3615000.0
2020-09-16,291670000,286950000,296390000,4720000.0
2020-09-28,284580000,278130000,291030000,6450000.0
2020-10-10,277090000,267710000,286480000,9385000.0
2020-10-22,272470000,262290000,282660000,10185000.0
2020-11-03,267700000,256770000,278630000,10930000.0
2020-11-15,120950000,8770000,233140000,112185000.0
2020-11-27,92240000,810000,183680000,91435000.0
2020-12-09,49350000,130000,98580000,49225000.0
2020-12-21,15620000,100000,31150000,15525000.0
2021-01-02,1990000,50000,3940000,1945000.0
2021-01-14,290000,20000,570000,275000.0
2021-01-26,30000,0,70000,35000.0
2021-02-07,0,0,10000,5000.0
2021-02-19,40000,0,90000,45000.0
2021-03-03,70000,0,150000,75000.0
2021-03-15,40000,10000,80000,35000.0
2021-03-27,30000,0,70000,35000.0
2021-04-08,60000,10000,110000,50000.0
2021-04-20,39000000,34280000,43730000,4725000.0
2021-05-02,48650000,44010000,53300000,4645000.0
2021-05-14,87970000,74420000,101530000,13555000.0
2021-05-26,122170000,107760000,136580000,14410000.0
2021-06-07,179070000,168120000,190030000,10955000.0
2021-06-19,299940000,297860000,302020000,2080000.0
2021-07-01,302000000,300610000,303400000,1395000.0
2021-07-13,300400000,298350000,302450000,2050000.0
2021-07-25,303320000,302820000,303820000,500000.0
2021-08-06,303200000,302580000,303820000,620000.0
2021-08-18,303230000,302720000,303740000,510000.0
2021-08-30,301840000,300370000,303310000,1470000.0
2021-09-11,300770000,298600000,302940000,2170000.0
2021-09-23,303810000,303810000,303820000,5000.0
2021-10-05,303550000,303540000,303570000,15000.0
2021-10-17,289570000,280030000,299110000,9540000.0
2021-10-29,285560000,273950000,297180000,11615000.0
2021-11-10,280260000,267460000,293070000,12805000.0
2021-11-22,116580000,3510000,229660000,113075000.0
2021-12-16,64050000,90000,128020000,63965000.0
2021-12-28,32620000,100000,65150000,32525000.0
2022-01-09,303810000,303810000,303810000,0.0
2022-01-21,2030000,10000,4060000,2025000.0
2022-02-02,140000,0,290000,145000.0
2022-02-14,50000,0,110000,55000.0
2022-02-26,100000,40000,170000,65000.0
2022-03-10,90000,50000,140000,45000.0
2022-03-22,90000,50000,140000,45000.0
2022-04-03,90000,40000,150000,55000.0
2022-04-15,70000,30000,110000,40000.0
2022-04-27,12590000,4300000,20880000,8290000.0
2022-05-09,44570000,41430000,47710000,3140000.0
2022-05-21,64220000,55330000,73120000,8895000.0
2022-06-02,261720000,245650000,277790000,16070000.0
2022-06-14,289800000,283550000,296060000,6255000.0
2022-06-26,302660000,301730000,303600000,935000.0
2022-07-08,303050000,302290000,303810000,760000.0
2022-07-20,303680000,303540000,303820000,140000.0
2022-08-01,303150000,302510000,303790000,640000.0
2022-08-13,303290000,302810000,303770000,480000.0
2022-08-25,302870000,302250000,303490000,620000.0
2022-09-06,301280000,299480000,303080000,1800000.0
2022-09-18,297250000,292310000,302190000,4940000.0
2022-09-30,283130000,265980000,300280000,17150000.0
2022-10-12,286830000,273980000,299680000,12850000.0
2022-10-24,271860000,247030000,296690000,24830000.0
2022-11-05,286960000,276060000,297860000,10900000.0
2022-11-17,286030000,275270000,296790000,10760000.0
2022-11-29,151210000,37290000,265140000,113925000.0
2022-12-11,132890000,18900000,246890000,113995000.0
2022-12-23,104070000,2590000,205560000,101485000.0
2023-01-04,80670000,0,161350000,80675000.0
2023-01-16,42570000,0,85150000,42575000.0
2023-01-28,6430000,0,12870000,6435000.0
2023-02-09,670000,10000,1340000,665000.0
2023-02-21,180000,0,370000,185000.0
2023-03-05,320000,10000,640000,315000.0
2023-03-17,290000,0,590000,295000.0
2023-03-29,60000,0,130000,65000.0
2023-04-10,200000,0,410000,205000.0
2023-04-22,480000,70000,900000,415000.0
2023-05-04,11480000,1400000,21570000,10085000.0
2023-05-16,77350000,65470000,89240000,11885000.0
2023-05-28,188350000,168720000,207990000,19635000.0
2023-06-09,281190000,272950000,289440000,8245000.0
2023-06-21,300540000,298750000,302330000,1790000.0
2023-07-03,301480000,300200000,302760000,1280000.0
2023-07-15,303280000,302740000,303820000,540000.0
2023-07-27,302990000,302180000,303800000,810000.0
2023-08-08,303360000,302900000,303820000,460000.0
2023-09-01,303670000,303520000,303820000,150000.0
2023-09-13,301680000,299720000,303640000,1960000.0
2023-09-25,299090000,294850000,303330000,4240000.0
2023-10-07,287860000,273790000,301930000,14070000.0
2023-10-19,303610000,303580000,303650000,35000.0
2023-10-31,286870000,274570000,299180000,12305000.0
2023-11-12,132600000,17840000,247370000,114765000.0
2023-11-24,97130000,9790000,184480000,87345000.0
2023-12-06,39730000,350000,79120000,39385000.0
2023-12-18,12100000,150000,24060000,11955000.0
2023-12-30,5310000,160000,10470000,5155000.0
2024-01-11,2120000,120000,4130000,2005000.0
2024-02-16,380000,20000,750000,365000.0
2024-02-28,150000,0,310000,155000.0
2024-03-11,130000,0,270000,135000.0
2024-03-23,130000,0,270000,135000.0
2024-04-04,120000,0,250000,125000.0
2024-04-16,80000,0,170000,85000.0
2024-04-28,42520000,37850000,47200000,4675000.0
2024-05-10,71580000,62610000,80560000,8975000.0
2024-05-22,99880000,87190000,112580000,12695000.0
2024-06-03,193230000,170560000,215910000,22675000.0
2024-06-15,282860000,275340000,290380000,7520000.0
2024-06-27,302890000,302150000,303630000,740000.0
2024-07-09,303370000,302920000,303820000,450000.0
2024-07-21,303270000,302730000,303810000,540000.0
2024-08-02,303570000,303330000,303810000,240000.0
2024-08-14,303330000,302850000,303810000,480000.0
2024-08-26,303020000,302280000,303760000,740000.0
2024-09-07,301510000,299600000,303420000,1910000.0
2024-09-19,295330000,288100000,302560000,7230000.0
2024-10-01,292050000,282430000,301670000,9620000.0
2024-10-25,283290000,268420000,298160000,14870000.0
2024-11-06,130580000,13260000,247900000,117320000.0
2024-11-18,86340000,940000,171750000,85405000.0
2024-11-30,46060000,740000,91390000,45325000.0
2024-12-12,20160000,600000,39730000,19565000.0
2024-12-24,5810000,400000,11230000,5415000.0
