,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,260530000,252550000,268520000,7985000.0
2017-06-16,289830000,280660000,299010000,9175000.0
2017-06-28,301760000,300530000,303000000,1235000.0
2017-07-10,303190000,302640000,303740000,550000.0
2017-07-22,303110000,302440000,303780000,670000.0
2017-08-03,302780000,301820000,303740000,960000.0
2017-08-15,302940000,302170000,303710000,770000.0
2017-08-27,300980000,298850000,303110000,2130000.0
2017-09-08,299730000,296880000,302580000,2850000.0
2017-09-20,292730000,284660000,300800000,8070000.0
2017-10-02,289600000,279700000,299510000,9905000.0
2017-10-14,292730000,286590000,298870000,6140000.0
2017-10-26,107540000,7480000,207610000,100065000.0
2017-11-07,77110000,1970000,152260000,75145000.0
2017-11-19,58580000,170000,117000000,58415000.0
2017-12-01,42150000,30000,84280000,42125000.0
2017-12-13,13120000,40000,26210000,13085000.0
2017-12-25,2020000,20000,4030000,2005000.0
2018-01-06,450000,0,910000,455000.0
2018-01-18,20000,0,50000,25000.0
2018-01-30,10000,0,30000,15000.0
2018-02-11,0,0,0,0.0
2018-02-23,0,0,0,0.0
2018-03-07,0,0,0,0.0
2018-03-19,0,0,0,0.0
2018-03-31,0,0,0,0.0
2018-04-12,100000,0,210000,105000.0
2018-04-24,1800000,790000,2820000,1015000.0
2018-05-06,26120000,23870000,28380000,2255000.0
2018-05-18,119050000,99390000,138720000,19665000.0
2018-05-30,150120000,137050000,163200000,13075000.0
2018-06-11,262960000,253420000,272500000,9540000.0
2018-06-23,294000000,290290000,297720000,3715000.0
2018-07-05,300770000,298630000,302910000,2140000.0
2018-07-17,299800000,297590000,302010000,2210000.0
2018-07-29,302940000,302080000,303800000,860000.0
2018-08-10,303180000,302570000,303790000,610000.0
2018-08-22,303550000,303280000,303820000,270000.0
2018-09-03,301330000,299370000,303290000,1960000.0
2018-09-15,299760000,296880000,302640000,2880000.0
2018-09-27,290730000,280850000,300610000,9880000.0
2018-10-09,288040000,277710000,298380000,10335000.0
2018-10-21,159380000,51540000,267220000,107840000.0
2018-11-02,102150000,12670000,191640000,89485000.0
2018-11-14,62910000,510000,125320000,62405000.0
2018-11-26,29470000,90000,58860000,29385000.0
2018-12-08,13560000,20000,27110000,13545000.0
2018-12-20,3850000,0,7710000,3855000.0
2019-01-01,1020000,10000,2040000,1015000.0
2019-01-13,130000,0,270000,135000.0
2019-01-25,40000,0,90000,45000.0
2019-02-06,10000,0,30000,15000.0
2019-02-18,0,0,10000,5000.0
2019-03-02,10000,0,30000,15000.0
2019-03-14,10000,0,30000,15000.0
2019-03-26,600000,80000,1130000,525000.0
2019-04-07,250000,60000,450000,195000.0
2019-04-19,1760000,470000,3060000,1295000.0
2019-05-01,22930000,10820000,35040000,12110000.0
2019-05-13,82820000,76000000,89650000,6825000.0
2019-05-25,256410000,244670000,268160000,11745000.0
2019-06-06,272690000,264800000,280590000,7895000.0
2019-06-18,294090000,289470000,298710000,4620000.0
2019-06-30,302980000,302150000,303810000,830000.0
2019-07-12,302930000,302050000,303810000,880000.0
2019-07-24,302990000,302180000,303800000,810000.0
2019-08-05,303310000,302800000,303820000,510000.0
2019-08-17,303220000,302620000,303820000,600000.0
2019-08-29,302460000,301370000,303550000,1090000.0
2019-09-10,295460000,288210000,302710000,7250000.0
